TI_AREA_GEOGRAFICA,PG_NAZIONE,PG_RIF_INQUADRAMENTO,FL_PASTO,FL_ALLOGGIO,FL_TRASPORTO,FL_NAVIGAZIONE,FL_VITTO_GRATUITO,FL_ALLOGGIO_GRATUITO,FL_VITTO_ALLOGGIO_GRATUITO,DURATA_ORE,DT_INIZIO_VALIDITA,PERCENTUALE_ABBATTIMENTO,DT_FINE_VALIDITA,UTCR,UTUV,PG_VER_REC
"E",0,58,"Y","N","N","N","N","Y","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,58,"Y","N","N","N","N","N","N","> 4","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,58,"Y","N","N","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,58,"Y","N","Y","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,58,"Y","Y","Y","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,58,"Y","Y","N","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,58,"Y","N","Y","N","N","Y","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,58,"Y","N","Y","N","N","N","N","> 4","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,59,"Y","N","N","N","N","Y","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,59,"Y","N","Y","N","N","Y","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,59,"Y","N","N","N","N","N","N","> 4","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,59,"Y","N","Y","N","N","N","N","> 4","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,59,"Y","N","Y","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,59,"Y","Y","Y","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,59,"Y","N","N","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,59,"Y","Y","N","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,62,"Y","N","Y","N","N","Y","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,62,"Y","N","Y","N","N","N","N","> 4","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,80,"Y","N","N","N","N","N","N","> 4","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,80,"Y","N","Y","N","N","N","N","> 4","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,80,"Y","N","Y","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,80,"Y","Y","Y","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,80,"Y","N","Y","N","N","Y","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,80,"Y","N","N","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,80,"Y","Y","N","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,80,"Y","N","N","N","N","Y","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,84,"Y","N","N","N","N","N","N","> 4","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,84,"Y","N","Y","N","N","N","N","> 4","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,82,"Y","N","N","N","N","N","N","> 4","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,82,"Y","N","Y","N","N","N","N","> 4","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,82,"Y","N","Y","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,82,"Y","Y","Y","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,82,"Y","N","Y","N","N","Y","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,82,"Y","N","N","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,82,"Y","Y","N","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,82,"Y","N","N","N","N","Y","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,83,"Y","N","N","N","N","N","N","> 4","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,83,"Y","N","Y","N","N","N","N","> 4","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,83,"Y","N","Y","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,83,"Y","Y","Y","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,83,"Y","N","Y","N","N","Y","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,83,"Y","N","N","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,83,"Y","Y","N","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,83,"Y","N","N","N","N","Y","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,79,"Y","N","N","N","N","N","N","> 4","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,79,"Y","N","Y","N","N","N","N","> 4","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,79,"Y","N","Y","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,79,"Y","Y","Y","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,79,"Y","N","Y","N","N","Y","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,79,"Y","N","N","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,79,"Y","Y","N","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,79,"Y","N","N","N","N","Y","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,85,"Y","N","N","N","N","N","N","> 4","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,85,"Y","N","N","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,85,"Y","N","Y","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,85,"Y","Y","Y","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,85,"Y","Y","N","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,85,"Y","N","N","N","N","Y","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,85,"Y","N","Y","N","N","Y","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,85,"Y","N","Y","N","N","N","N","> 4","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,84,"Y","N","Y","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,84,"Y","Y","Y","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,84,"Y","N","Y","N","N","Y","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,84,"Y","N","N","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,84,"Y","Y","N","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,84,"Y","N","N","N","N","Y","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,78,"Y","N","N","N","N","N","N","> 4","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,78,"Y","N","Y","N","N","N","N","> 4","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,78,"Y","N","Y","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,78,"Y","Y","Y","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,78,"Y","N","Y","N","N","Y","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,78,"Y","N","N","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,78,"Y","Y","N","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,78,"Y","N","N","N","N","Y","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,73,"Y","N","N","N","N","N","N","> 4","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,73,"Y","N","Y","N","N","N","N","> 4","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,73,"Y","N","Y","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,73,"Y","Y","Y","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,73,"Y","N","Y","N","N","Y","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,73,"Y","N","N","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,73,"Y","Y","N","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,73,"Y","N","N","N","N","Y","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,77,"Y","N","N","N","N","N","N","> 4","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,77,"Y","N","Y","N","N","N","N","> 4","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,77,"Y","N","Y","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,77,"Y","Y","Y","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,77,"Y","N","Y","N","N","Y","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,77,"Y","N","N","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,77,"Y","Y","N","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,77,"Y","N","N","N","N","Y","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,76,"Y","N","N","N","N","N","N","> 4","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,76,"Y","N","Y","N","N","N","N","> 4","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,76,"Y","N","Y","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,76,"Y","Y","Y","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,76,"Y","N","Y","N","N","Y","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,76,"Y","N","N","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,76,"Y","Y","N","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,76,"Y","N","N","N","N","Y","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,70,"Y","N","N","N","N","N","N","> 4","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,70,"Y","N","N","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,70,"Y","N","Y","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,70,"Y","Y","Y","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,70,"Y","Y","N","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,70,"Y","N","N","N","N","Y","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,70,"Y","N","Y","N","N","Y","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,70,"Y","N","Y","N","N","N","N","> 4","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,92,"N","N","N","N","Y","N","N","> 8","1999-01-01","50","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,92,"N","N","Y","N","Y","N","N","> 8","1999-01-01","50","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,92,"N","Y","N","N","Y","N","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,92,"N","Y","Y","N","Y","N","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,92,"Y","N","N","N","N","N","N","> 4","1999-01-01","50","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,92,"Y","N","Y","N","N","N","N","> 4","1999-01-01","50","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,92,"N","N","N","N","N","N","N","> 4","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,92,"N","N","Y","N","N","N","N","> 4","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,92,"N","N","N","N","Y","N","N","> 4","1999-01-01","50","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,92,"N","N","Y","N","Y","N","N","> 4","1999-01-01","50","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,92,"N","N","Y","N","N","N","N","< 4","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,92,"N","N","N","N","N","N","N","> 8","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,92,"Y","N","Y","N","N","N","N","> 8","1999-01-01","50","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,92,"N","N","Y","N","N","N","N","> 8","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,92,"Y","Y","Y","N","N","N","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,92,"N","Y","Y","N","N","N","N","> 8","1999-01-01","33.333333","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,92,"N","Y","N","N","N","N","N","> 8","1999-01-01","33.333333","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,92,"N","N","N","N","N","N","Y","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,92,"N","N","N","N","N","Y","N","> 8","1999-01-01","33.333333","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,92,"N","N","Y","N","N","Y","N","> 8","1999-01-01","33.333333","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,92,"N","N","Y","N","Y","N","N","> 8","1999-01-01","50","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,92,"N","Y","N","N","Y","N","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,92,"N","Y","Y","N","Y","N","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,92,"Y","N","Y","N","N","Y","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,92,"N","N","N","N","N","N","N","< 4","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,92,"Y","N","N","N","N","N","N","> 8","1999-01-01","50","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,92,"Y","Y","N","N","N","N","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,92,"N","N","Y","N","N","N","Y","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,92,"N","N","N","N","Y","N","N","> 8","1999-01-01","50","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,92,"Y","N","N","N","N","Y","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,92,"N","N","N","Y","N","N","N","> 8","2002-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,92,"N","N","N","Y","N","N","N","> 8","2002-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,92,"N","N","Y","Y","N","N","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,92,"N","N","Y","Y","N","N","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,92,"N","N","N","N","N","N","N","> 8","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,92,"N","N","Y","N","N","N","N","> 8","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,92,"N","Y","N","N","N","N","N","> 8","1999-01-01","33.333333","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,92,"N","Y","Y","N","N","N","N","> 8","1999-01-01","33.333333","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,92,"N","N","N","N","N","N","Y","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,92,"N","N","Y","N","N","N","Y","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,92,"N","N","N","N","N","Y","N","> 8","1999-01-01","33.333333","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,92,"N","N","Y","N","N","Y","N","> 8","1999-01-01","33.333333","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,92,"Y","N","N","N","N","N","N","> 4","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,92,"Y","N","Y","N","N","N","N","> 4","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,92,"Y","N","Y","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,92,"Y","Y","Y","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,92,"Y","N","Y","N","N","Y","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,92,"Y","N","N","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,92,"Y","Y","N","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,92,"Y","N","N","N","N","Y","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,93,"N","N","N","N","Y","N","N","> 8","1999-01-01","50","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,93,"N","N","Y","N","Y","N","N","> 8","1999-01-01","50","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,93,"N","Y","N","N","Y","N","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,93,"N","Y","Y","N","Y","N","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,93,"Y","N","N","N","N","N","N","> 4","1999-01-01","50","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,93,"Y","N","Y","N","N","N","N","> 4","1999-01-01","50","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,93,"N","N","N","N","N","N","N","> 4","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,93,"N","N","Y","N","N","N","N","> 4","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,93,"N","N","N","N","Y","N","N","> 4","1999-01-01","50","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,93,"N","N","Y","N","Y","N","N","> 4","1999-01-01","50","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,93,"N","N","Y","N","N","N","N","< 4","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,93,"N","N","N","N","N","N","N","> 8","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,93,"Y","N","Y","N","N","N","N","> 8","1999-01-01","50","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,93,"N","N","Y","N","N","N","N","> 8","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,93,"Y","Y","Y","N","N","N","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,93,"N","Y","Y","N","N","N","N","> 8","1999-01-01","33.333333","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,93,"N","Y","N","N","N","N","N","> 8","1999-01-01","33.333333","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,93,"N","N","N","N","N","N","Y","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,93,"N","N","N","N","N","Y","N","> 8","1999-01-01","33.333333","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,93,"N","N","Y","N","N","Y","N","> 8","1999-01-01","33.333333","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,93,"N","N","Y","N","Y","N","N","> 8","1999-01-01","50","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,93,"N","Y","N","N","Y","N","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,93,"N","Y","Y","N","Y","N","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,93,"Y","N","Y","N","N","Y","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,93,"N","N","N","N","N","N","N","< 4","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,93,"Y","N","N","N","N","N","N","> 8","1999-01-01","50","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,93,"Y","Y","N","N","N","N","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,93,"N","N","Y","N","N","N","Y","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,93,"N","N","N","N","Y","N","N","> 8","1999-01-01","50","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,93,"Y","N","N","N","N","Y","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,93,"N","N","N","Y","N","N","N","> 8","2002-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,93,"N","N","N","Y","N","N","N","> 8","2002-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,93,"N","N","Y","Y","N","N","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,93,"N","N","Y","Y","N","N","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,93,"N","N","N","N","N","N","N","> 8","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,93,"N","N","Y","N","N","N","N","> 8","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,93,"N","Y","N","N","N","N","N","> 8","1999-01-01","33.333333","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,93,"N","Y","Y","N","N","N","N","> 8","1999-01-01","33.333333","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,93,"N","N","N","N","N","N","Y","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,93,"N","N","Y","N","N","N","Y","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,93,"N","N","N","N","N","Y","N","> 8","1999-01-01","33.333333","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,93,"N","N","Y","N","N","Y","N","> 8","1999-01-01","33.333333","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,93,"Y","N","N","N","N","N","N","> 4","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,93,"Y","N","Y","N","N","N","N","> 4","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,93,"Y","N","Y","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,93,"Y","Y","Y","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,93,"Y","N","Y","N","N","Y","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,93,"Y","N","N","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,93,"Y","Y","N","N","N","N","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,93,"Y","N","N","N","N","Y","N","> 8","2010-05-31","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,74,"N","N","N","N","Y","N","N","> 8","1999-01-01","50","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,74,"N","N","Y","N","Y","N","N","> 8","1999-01-01","50","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,74,"N","Y","N","N","Y","N","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,74,"N","Y","Y","N","Y","N","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,74,"Y","N","N","N","N","N","N","> 4","1999-01-01","50","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,74,"Y","N","Y","N","N","N","N","> 4","1999-01-01","50","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,74,"N","N","N","N","N","N","N","> 4","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,74,"N","N","Y","N","N","N","N","> 4","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,74,"N","N","N","N","Y","N","N","> 4","1999-01-01","50","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,74,"N","N","Y","N","Y","N","N","> 4","1999-01-01","50","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,74,"N","N","Y","N","N","N","N","< 4","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,74,"N","N","N","N","N","N","N","> 8","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,74,"Y","N","Y","N","N","N","N","> 8","1999-01-01","50","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,74,"N","N","Y","N","N","N","N","> 8","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,74,"Y","Y","Y","N","N","N","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,74,"N","Y","Y","N","N","N","N","> 8","1999-01-01","33.333333","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,74,"N","Y","N","N","N","N","N","> 8","1999-01-01","33.333333","2200-12-31","SYSTEM","SYSTEM","1"
