CD_TRATTAMENTO,CD_CONTRIBUTO_RITENUTA,DT_INIZIO_VALIDITA,ID_RIGA,SEGNO,CALCOLO_IMPONIBILE,DT_FINE_VALIDITA,UTCR,UTUV,PG_VER_REC
"T158SC","IRPEF730AC","2008-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T100","STI4M61","2002-01-01","045","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T100","STI3V42","2002-01-01","046","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T100","STI3I29","2002-01-01","047","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T100","STI4V70","2002-01-01","048","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T100","STI5T0R","2002-01-01","049","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T100","STI5U0R","2002-01-01","050","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T100","STI5V0R","2002-01-01","051","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T100","STI5W0R","2002-01-01","052","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T100","STI5X0R","2002-01-01","053","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T100","STI5Y0R","2002-01-01","054","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T100","STI6C0R","2002-01-01","055","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T100","STI4Z75","2002-01-01","056","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T100","STI3A8P","2002-01-01","057","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T100","STI8T0R","2002-01-01","058","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T100","STI8IENEA","2002-01-01","059","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T100","STI2Z2Z","2002-01-01","060","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T100","STI5Z0R","2002-01-01","061","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T100","STI41","2002-01-01","062","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T100","STIW90R","2002-01-01","063","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T100","STI2X7A","2002-01-01","064","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T099","STI4U69","2002-01-01","065","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T100","STI4U69","2002-01-01","065","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T043C","IRAPCOM","2002-01-01","002","+","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T044C","IRAPCOM","2002-01-01","002","+","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T103","IRAP","2003-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T103","INPGICA","2003-01-01","002","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T103","ENPDEPCA","2003-01-01","003","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T103","INPGICP","2003-01-01","004","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T103","ENPDEPCP","2003-01-01","005","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T103","INPGICPADD","2003-01-01","006","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T103","IRPEFSCA","2003-01-01","007","-","-004P-005P-006P","2050-12-31","SYSTEM","SYSTEM","1"
"T104","IRAP","2003-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T104","INAIL","2003-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T104","INPSC","2003-01-01","003","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T104","IRPEFSCA5","2003-01-01","004","-","-002P-003P","2050-12-31","SYSTEM","SYSTEM","1"
"T104C","IRAPCOM","2003-01-01","004","+","+001E+002E","2050-12-31","SYSTEM","SYSTEM","1"
"T104C","INAIL","2003-01-01","001","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T104C","INPSC","2003-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T104C","IRPEFSCA5","2003-01-01","003","-","-001P-002P","2050-12-31","SYSTEM","SYSTEM","1"
"T105C","IRAPCOM","2003-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T105C","INAIL","2003-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T105C","INPSC","2003-01-01","003","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T105C","IRPEFSCA5","2003-01-01","004","-","-002P-003P","2050-12-31","SYSTEM","SYSTEM","1"
"T105","IRAP","2003-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T105","INAIL","2003-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T105","INPSC","2003-01-01","003","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T105","IRPEFSCA5","2003-01-01","004","-","-002P-003P","2050-12-31","SYSTEM","SYSTEM","1"
"T106","IRAP","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T106","IRPEFSCA","2002-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T097C","ADDREGPREC","2002-01-01","001","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T096C","ADDCOMPREC","2002-01-01","001","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T096C","ADDREGPREC","2002-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T107","IRAP","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T107","IRPEFSCA7","2002-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T099","STI4W72","2002-01-01","066","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T100","STI4W72","2002-01-01","066","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T003","INPSADD","2002-01-01","005","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T003C","INPSADD","2002-01-01","005","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T108","RIDUZ","2003-01-01","001","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T108","IRAP","2003-01-01","002","+","-001P","2050-12-31","SYSTEM","SYSTEM","1"
"T108","INAIL","2003-01-01","003","-","-001P","2050-12-31","SYSTEM","SYSTEM","1"
"T108","IRPEFSCA5","2003-01-01","004","-","-001P-003P","2050-12-31","SYSTEM","SYSTEM","1"
"T109","ADDCOM730","2003-01-01","007","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T109","ADDCOM730I","2003-01-01","008","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T109","ADDREG730I","2003-01-01","006","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T109","ADDREG730","2003-01-01","005","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T109","CRE730ACOM","2003-01-01","011","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T109","CRE730AREG","2003-01-01","010","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T109","CRE730IRPF","2003-01-01","009","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T109","INTRATEIMP","2003-01-01","004","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T109","IRPEF730AC","2003-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T109","IRPEF730SA","2003-01-01","002","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T109","IRPEF730TS","2003-01-01","003","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T021SC","RIVALSA4","2003-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T021SC","IVA","2003-01-01","002","+","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T021SC","RAIRPEF","2003-01-01","003","-","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T021CSC","RIVALSA4","2003-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T021CSC","IVA","2003-01-01","002","+","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T021CSC","RAIRPEF","2003-01-01","003","-","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T019SC","IVA","2002-01-01","002","+","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T019SC","RAIRPEF","2002-01-01","003","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T019CSC","RIVALSA2","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T019CSC","IVA","2002-01-01","002","+","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T019SC","RIVALSA2","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T019CSC","RAIRPEF","2002-01-01","003","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T008SC","IRAP","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T008SC","IRPEFSCA3","2002-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T008CSC","IRAPCOM","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T008CSC","IRPEFSCA3","2002-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T003SC","IRAP","2003-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T003SC","INPSDIPCA","2003-01-01","002","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T003SC","ENPDEPCA","2003-01-01","003","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T003SC","INPSDIPCP","2003-01-01","004","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T003SC","INPSADD","2002-01-01","005","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T003SC","ENPDEPCP","2003-01-01","006","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T003SC","IRPEFSCA","2003-01-01","007","-","-006P-005P-004P","2050-12-31","SYSTEM","SYSTEM","1"
"T006SC","IRAP","2003-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T006SC","DS","2003-01-01","002","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T006SC","CPDELCA","2003-01-01","003","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T006SC","ENPDEPCA","2003-01-01","004","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T006SC","CPDELCP","2003-01-01","005","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T006SC","ENPDEPCP","2003-01-01","006","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T006SC","FONDOCRCPD","2003-01-01","007","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T006SC","CPDELCPADD","2003-01-01","008","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T006SC","IRPEFSCA","2003-01-01","009","-","-005P-006P-007P-008P","2050-12-31","SYSTEM","SYSTEM","1"
"T012SC","IRAP","2003-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T012SC","DS","2003-01-01","002","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T012SC","CPSCA","2003-01-01","003","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T012SC","ENPDEPCA","2003-01-01","004","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T012SC","CPSCP","2003-01-01","005","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T012SC","ENPDEPCP","2003-01-01","006","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T012SC","FONDOCRCPS","2003-01-01","007","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T012SC","CPSCPADD","2003-01-01","008","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T012SC","IRPEFSCA","2003-01-01","009","-","-005P-006P-007P-008P","2050-12-31","SYSTEM","SYSTEM","1"
"T110","IRPEFSCA3","2002-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T110","IRAP","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T109C","IRPEF730AC","2003-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T109C","IRPEF730SA","2003-01-01","002","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T109C","IRPEF730TS","2003-01-01","003","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T109C","INTRATEIMP","2003-01-01","004","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T109C","ADDREG730","2003-01-01","005","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T109C","ADDREG730I","2003-01-01","006","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T109C","ADDCOM730","2003-01-01","007","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T109C","ADDCOM730I","2003-01-01","008","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T109C","CRE730IRPF","2003-01-01","009","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T109C","CRE730AREG","2003-01-01","010","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T109C","CRE730ACOM","2003-01-01","011","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T005SC","CPDELCA","2003-01-01","002","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T005SC","CPDELCP","2003-01-01","004","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T005SC","CPDELCPADD","2003-01-01","007","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T005SC","ENPDEPCA","2003-01-01","003","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T005SC","ENPDEPCP","2003-01-01","005","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T109","ACCCOM730I","2007-01-01","013","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T109C","ACCCOM730","2007-01-01","012","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T109C","ACCCOM730I","2007-01-01","013","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T099","STI8I00","2007-01-01","067","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T100","STI8I00","2007-01-01","068","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T048SC","IVA","2007-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T048SC","RAIRPEF","2007-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T150","IRAP","2007-01-01","001","+","000","2200-12-31","SYSTEM","SYSTEM","1"
"T150","IRPEFSCA10","2007-01-01","002","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T150C","IRAPCOM","2007-01-01","001","+","000","2200-12-31","SYSTEM","SYSTEM","1"
"T150C","IRPEFSCA10","2007-01-01","002","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T151","IRAP","2007-01-01","001","+","000","2200-12-31","SYSTEM","SYSTEM","1"
"T152","RIVALSA4","2007-01-01","001","+","-050%","2200-12-31","SYSTEM","SYSTEM","1"
"T152","RIVALSA2","2007-01-01","002","+","-050%","2200-12-31","SYSTEM","SYSTEM","1"
"T152","IVA","2007-01-01","003","+","+001E+002E","2200-12-31","SYSTEM","SYSTEM","1"
"T152","RAIRPEF","2007-01-01","004","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T152C","RIVALSA4","2007-01-01","001","+","-050%","2200-12-31","SYSTEM","SYSTEM","1"
"T152C","RIVALSA2","2007-01-01","002","+","-050%","2200-12-31","SYSTEM","SYSTEM","1"
"T152C","IVA","2007-01-01","003","+","+001E+002E","2200-12-31","SYSTEM","SYSTEM","1"
"T152C","RAIRPEF","2007-01-01","004","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"R048","IVA","2008-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T135","STI8D00","2008-01-01","015","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T158SC","ACCCOM730","2008-01-01","012","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T158SC","ACCCOM730I","2008-01-01","013","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T105S","ADDCOMRAT","2004-01-01","007","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T131","INAIL","2004-01-01","003","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T131","IRPEFSCA5","2004-01-01","004","-","-003P","2200-12-31","SYSTEM","SYSTEM","1"
"T121C","RIVALSA4CP","2004-01-01","001","+","000","2200-12-31","SYSTEM","SYSTEM","1"
"T121C","IVA","2004-01-01","002","+","+001E","2200-12-31","SYSTEM","SYSTEM","1"
"T121C","RAIRPEF","2004-01-01","003","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T132C","INPS10D","2005-01-01","002","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T133C","IRPEFSTRA","2005-01-01","001","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T133C","INPS15E","2005-01-01","002","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T137C","INPSB","2005-01-01","001","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T135","STDA405","2005-01-01","002","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T145","INPSDIPCA","2006-01-01","002","+","000","2200-12-31","SYSTEM","SYSTEM","1"
"T145","INPSDIPCP","2006-01-01","004","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T146","IRAP","2006-01-01","001","+","000","2200-12-31","SYSTEM","SYSTEM","1"
"T120","ADDCOM","2006-01-01","003","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T120C","ADDREG","2006-01-01","005","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T148","ADDCOMACC","2007-01-01","007","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T135","STIE105","2006-01-01","004","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T135","STI0105","2006-01-01","005","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T135","STIE206","2006-01-01","006","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T135","STI0206","2006-01-01","007","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T135","STIE308","2006-01-01","008","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T135","STI0308","2006-01-01","009","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T083","ADDREGRAT","2005-01-01","004","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T083C","ADDPROVRAT","2005-01-01","005","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T149","INPSDIPCP","2006-01-01","003","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T040C","ADDCOMACC","2007-01-01","007","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T131","ADDCOMACC","2007-01-01","008","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T042SC","RIDUZ","2002-01-01","001","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T042SC","INAIL","2002-01-01","003","-","-001P","2050-12-31","SYSTEM","SYSTEM","1"
"T042SC","INPSA","2002-01-01","004","-","-001P","2050-12-31","SYSTEM","SYSTEM","1"
"T042SC","IRPEFSCA5","2002-01-01","005","-","-001P-003P-004P","2050-12-31","SYSTEM","SYSTEM","1"
"T042SC","IRAP","2002-01-01","002","+","-001P","2050-12-31","SYSTEM","SYSTEM","1"
"R017","IRAP","2008-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"R017C","IRAPCOM","2008-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"R019","RIVALSA2","2008-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"R019","IVA","2008-01-01","002","+","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"R019","RAIRPEF","2008-01-01","003","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"R019C","RIVALSA2","2008-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"R019C","IVA","2008-01-01","002","+","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T100","STI2Y8Q","2005-01-01","067","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T133C","IRAPCOM","2005-01-01","003","+","+002E","2200-12-31","SYSTEM","SYSTEM","1"
"T138C","INPSC","2005-01-01","001","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T138C","INAIL","2005-01-01","002","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T120","ADDREG","2006-01-01","005","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T084C","ADDPROVRAT","2005-01-01","005","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T083C","ADDREGRAT","2005-01-01","004","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T149","ENPDEPCP","2006-01-01","004","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T002C","ADDCOMACC","2007-01-01","006","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T009","ADDPROV","2007-01-01","009","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T135","STI6E14","2007-01-01","014","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"R019C","RAIRPEF","2008-01-01","003","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"R020","RIVALSA4","2008-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"R020","RIVALSA2","2008-01-01","002","+","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"R020","IVA","2008-01-01","003","+","+001E+002E","2050-12-31","SYSTEM","SYSTEM","1"
"R020","RAIRPEF","2008-01-01","004","-","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"R020C","RIVALSA4","2008-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"R020C","RIVALSA2","2008-01-01","002","+","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"R020C","IVA","2008-01-01","003","+","+001E+002E","2050-12-31","SYSTEM","SYSTEM","1"
"R020C","RAIRPEF","2008-01-01","004","-","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"R021","RIVALSA4","2008-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"R021","IVA","2008-01-01","002","+","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"R021","RAIRPEF","2008-01-01","003","-","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"R025C","RIVALSA4","2008-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"R025C","RIVALSA2","2008-01-01","002","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"R025C","IVA","2008-01-01","003","+","+001E+002E","2050-12-31","SYSTEM","SYSTEM","1"
"R025C","RAIRPEF","2008-01-01","004","-","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"R048C","IVA","2008-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"R048C","RAIRPEF","2008-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"R085C","RIVALSA4","2008-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"R085C","IVA","2008-01-01","002","+","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"R089C","RIVALSA2","2008-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"R089C","IVA","2008-01-01","002","+","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"R091","IVA","2008-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"R121","RIVALSA4CP","2008-01-01","001","+","000","2200-12-31","SYSTEM","SYSTEM","1"
"R121","IVA","2008-01-01","002","+","+001E","2200-12-31","SYSTEM","SYSTEM","1"
"R121","RAIRPEF","2008-01-01","003","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"R121C","RIVALSA4CP","2008-01-01","001","+","000","2200-12-31","SYSTEM","SYSTEM","1"
"R121C","IVA","2008-01-01","002","+","+001E","2200-12-31","SYSTEM","SYSTEM","1"
"R121C","RAIRPEF","2008-01-01","003","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"R123","IRAP","2008-01-01","001","+","000","2200-12-31","SYSTEM","SYSTEM","1"
"R123","RAIRPEF","2008-01-01","002","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"R123","INPS17F","2008-01-01","003","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"R123C","RAIRPEF","2008-01-01","001","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"R123C","INPS17F","2008-01-01","002","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"R123C","IRAPCOM","2008-01-01","003","+","+002E","2200-12-31","SYSTEM","SYSTEM","1"
"R127","IRAP","2008-01-01","001","+","000","2200-12-31","SYSTEM","SYSTEM","1"
"R127","INPS10D","2008-01-01","002","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"R127","RAIRPEF","2008-01-01","003","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T127C","RAIRPEF","2004-01-01","001","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T127C","INPS10D","2004-01-01","002","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T127C","IRAPCOM","2004-01-01","003","+","+002E","2200-12-31","SYSTEM","SYSTEM","1"
"T128","IRAP","2004-01-01","001","+","000","2200-12-31","SYSTEM","SYSTEM","1"
"T128","RAIRPEF","2004-01-01","002","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T128","INPS15E","2004-01-01","003","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T130","RITFIT","2004-01-01","001","+","000","2200-12-31","SYSTEM","SYSTEM","1"
"T134C","INPS17F","2005-01-01","002","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T138C","IRAPCOM","2005-01-01","004","+","+001E+002E","2200-12-31","SYSTEM","SYSTEM","1"
"T143S","STI8Q0T","2004-01-01","002","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T141SC","IRES4","2005-01-01","001","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T141CSC","IRES4","2005-01-01","001","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T145","INPSADD","2006-01-01","005","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T145","IRPEFSCA","2006-01-01","007","-","-006P-005P-004P","2200-12-31","SYSTEM","SYSTEM","1"
"T145","DS","2006-01-01","008","+","000","2200-12-31","SYSTEM","SYSTEM","1"
"T147","INFMASSIV","2006-01-01","001","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"CONGC","ADDPROVRAT","2006-01-01","007","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T083","ADDPROVRAT","2005-01-01","005","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T084","ADDCOMRAT","2005-01-01","003","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"R127C","RAIRPEF","2008-01-01","001","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"R127C","INPS10D","2008-01-01","002","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"R127C","IRAPCOM","2008-01-01","003","+","+002E","2200-12-31","SYSTEM","SYSTEM","1"
"R128","IRAP","2008-01-01","001","+","000","2200-12-31","SYSTEM","SYSTEM","1"
"R128","RAIRPEF","2008-01-01","002","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"R128","INPS15E","2008-01-01","003","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"R128C","RAIRPEF","2008-01-01","001","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"R128C","INPS15E","2008-01-01","002","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"R128C","IRAPCOM","2008-01-01","003","+","+002E","2200-12-31","SYSTEM","SYSTEM","1"
"R132","IRAP","2008-01-01","001","+","000","2200-12-31","SYSTEM","SYSTEM","1"
"R132","IRPEFSTRA","2008-01-01","002","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"R132","INPS10D","2008-01-01","003","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"R134","IRAP","2008-01-01","001","+","000","2200-12-31","SYSTEM","SYSTEM","1"
"R134","IRPEFSTRA","2008-01-01","002","-","000","2200-12-31","SYSTEM","SYSTEM","1"
