CD_TRATTAMENTO,CD_CONTRIBUTO_RITENUTA,DT_INIZIO_VALIDITA,ID_RIGA,SEGNO,CALCOLO_IMPONIBILE,DT_FINE_VALIDITA,UTCR,UTUV,PG_VER_REC
"T117C","IRAP","2003-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T117C","INAIL","0200-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T117C","INPSB","2003-01-01","003","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T118","IRAP","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T118","IRPEFSCA7","2002-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T106SC","IRAP","2003-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T106SC","IRPEFSCA","2003-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T041SC","IRAP","2003-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T041SC","IRPEFSCA5","2003-01-01","003","-","-002P","2050-12-31","SYSTEM","SYSTEM","1"
"T041SC","INAIL","2003-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T028SC","INAIL","2002-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T158SC","IRPEF730SA","2008-01-01","002","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T158SC","IRPEF730TS","2008-01-01","003","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T135","STI1513","2009-01-01","018","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T043CSC","INPSB","2010-01-01","001","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T043CSC","IRAPCOM","2010-01-01","002","+","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI5Y0R","2002-01-01","054","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI5Z0R","2002-01-01","061","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI6C0R","2002-01-01","055","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI6Q0R","2009-01-01","069","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI7F0R","2002-01-01","044","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI7G0R","2002-01-01","012","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI7H0R","2002-01-01","038","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI7K0R","2002-01-01","013","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI7R0R","2002-01-01","014","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI7S0R","2002-01-01","015","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI8D00","2002-01-01","042","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI8E00","2002-01-01","004","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI8F00","2002-01-01","005","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI8I00","2007-01-01","067","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI8IENEA","2002-01-01","059","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI8Q0R","2002-01-01","006","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI8T0R","2002-01-01","058","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI8TBNL","2002-01-01","001","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI8U00","2002-01-01","035","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI9X0R","2002-01-01","007","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STIW90R","2002-01-01","063","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI2X7A","2002-01-01","064","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI2Y8Q","2005-01-01","067","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI2Z2Z","2002-01-01","060","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI3A8P","2002-01-01","057","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI3H28","2002-01-01","033","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI3I29","2002-01-01","047","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI3M33","2002-01-01","034","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI3Q37","2002-01-01","029","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI3S39","2002-01-01","030","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI3U41","2002-01-01","031","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI3V42","2002-01-01","046","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI3W43","2002-01-01","032","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI41","2002-01-01","062","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI4A49","2002-01-01","026","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI4C52","2002-01-01","041","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI4D53","2002-01-01","027","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI4F54","2002-01-01","028","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI4H56","2002-01-01","069","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI4J58","2002-01-01","017","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI4L60","2002-01-01","018","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI4M61","2002-01-01","045","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI4Q65","2002-01-01","019","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI4R66","2002-01-01","020","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T135","STI1001","2010-11-01","024","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T135","P217","2011-01-01","029","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T211","STI4S67","2002-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI4T68","2002-01-01","003","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI4U69","2002-01-01","065","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI4V70","2002-01-01","048","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI4W72","2002-01-01","066","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI4Z75","2002-01-01","056","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI5A0R","2002-01-01","021","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI5B0R","2002-01-01","022","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI5C0R","2002-01-01","023","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI5D0R","2002-01-01","040","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI5G0R","2002-01-01","024","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI5H0R","2002-01-01","016","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI5I0R","2002-01-01","025","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI5J0R","2002-01-01","008","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI5K0R","2002-01-01","009","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI5L0R","2002-01-01","039","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI5M0R","2002-01-01","010","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI5N0R","2002-01-01","043","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI5O0R","2002-01-01","011","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI5R0R","2002-01-01","036","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI5S0R","2002-01-01","037","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI5T0R","2002-01-01","049","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI5U0R","2002-01-01","050","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI5V0R","2002-01-01","051","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI5W0R","2002-01-01","052","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI5X0R","2002-01-01","053","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI5Y0R","2002-01-01","054","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI5Z0R","2002-01-01","061","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI6C0R","2002-01-01","055","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI6Q0R","2009-01-01","070","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI7F0R","2002-01-01","044","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI7G0R","2002-01-01","012","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI7H0R","2002-01-01","038","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI7K0R","2002-01-01","013","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI7R0R","2002-01-01","014","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI7S0R","2002-01-01","015","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI8D00","2002-01-01","042","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI8E00","2002-01-01","004","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI8F00","2002-01-01","005","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI8I00","2007-01-01","068","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI8IENEA","2002-01-01","059","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI8Q0R","2002-01-01","006","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI8T0R","2002-01-01","058","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI8TBNL","2002-01-01","001","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI8U00","2002-01-01","035","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STI9X0R","2002-01-01","007","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T211","STIW90R","2002-01-01","063","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T099","STI4H56","2002-01-01","068","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T100","STI6Q0R","2009-01-01","070","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T135","STITW0R","2011-08-01","031","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T155","RIVALSA2","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T155","IVA","2002-01-01","002","+","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T155C","RIVALSA2","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T155C","IVA","2002-01-01","002","+","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T156","RIVALSA4CP","2011-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T156","IVA","2002-01-01","002","+","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T156C","RIVALSA4CP","2011-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T156C","IVA","2002-01-01","002","+","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T160","BONUS","2009-03-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T161","BONUS","2009-03-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T114","F24EPIVA","2011-01-01","003","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T135","P216","2011-01-01","028","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T114","F24IRESSAL","2011-06-01","008","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T114","F24IRES2","2011-06-01","010","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T131C","RIVALSAINP","2011-01-01","001","+","000","2200-12-31","SYSTEM","SYSTEM","1"
"T131C","ADDCOMRAT","2011-01-01","005","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T131C","ADDREGRAT","2011-01-01","006","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T131C","INAIL","2011-01-01","003","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T131C","IRPEFSCA5","2011-01-01","004","-","-003P","2200-12-31","SYSTEM","SYSTEM","1"
"T131C","ADDCOMACC","2011-01-01","008","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T131C","IRAP","2011-01-01","002","+","000","2200-12-31","SYSTEM","SYSTEM","1"
"T131C","ADDPROVRAT","2011-01-01","007","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T114","F24EPIMU","2012-01-01","011","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T114","F24IRAP1","2011-06-01","006","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T099","STI1002","2011-12-01","072","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T157","RIVALSA4","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T157","IVA","2002-01-01","002","+","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T157C","RIVALSA4","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T157C","IVA","2002-01-01","002","+","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T114","F24IRAPSAL","2011-06-01","005","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T005RESC","RIDUZ","2002-01-01","001","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T005RESC","IRAP","2002-01-01","002","+","-001P","2050-12-31","SYSTEM","SYSTEM","1"
"T005RESC","CPDELCA","2002-01-01","003","+","-001P","2050-12-31","SYSTEM","SYSTEM","1"
"T005RESC","ENPDEPCA","2002-01-01","004","+","-001P","2050-12-31","SYSTEM","SYSTEM","1"
"T005RESC","CPDELCP","2002-01-01","005","-","-001P","2050-12-31","SYSTEM","SYSTEM","1"
"T005RESC","ENPDEPCP","2002-01-01","006","-","-001P","2050-12-31","SYSTEM","SYSTEM","1"
"T005RESC","FONDOCRCPD","2002-01-01","007","-","-001P","2050-12-31","SYSTEM","SYSTEM","1"
"T005RESC","CPDELCPADD","2002-01-01","008","-","-001P","2050-12-31","SYSTEM","SYSTEM","1"
"T005RESC","IRPEFSCA","2002-01-01","009","-","-001P-005P-006P-007P-008P","2050-12-31","SYSTEM","SYSTEM","1"
"T114","RECUIVA","2011-01-01","002","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T114","F24IRES1","2011-06-01","009","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"R021C","IVA","2008-01-01","002","+","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"R021C","RIVALSA4","2008-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"R021C","RAIRPEF","2008-01-01","003","-","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T121CSC","IVA","2009-01-01","002","+","+001E","2200-12-31","SYSTEM","SYSTEM","1"
"T121CSC","RAIRPEF","2009-01-01","003","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T121CSC","RIVALSA4CP","2009-01-01","001","+","000","2200-12-31","SYSTEM","SYSTEM","1"
"T135","DIFADDCOM","2010-01-01","023","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T022","RIVALSA4","2011-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T022","RIVALSA4CP","2011-01-01","002","+","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T022","IVA","2011-01-01","003","+","+001E+002E","2050-12-31","SYSTEM","SYSTEM","1"
"T022","RAIRPEF","2011-01-01","004","-","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T022C","RIVALSA4","2011-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T022C","RIVALSA4CP","2011-01-01","002","+","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T022C","IVA","2011-01-01","003","+","+001E+002E","2050-12-31","SYSTEM","SYSTEM","1"
"T022C","RAIRPEF","2011-01-01","004","-","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T200","1049","2011-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T201","1049","2011-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T134SC","IRAP","2009-01-01","001","+","000","2200-12-31","SYSTEM","SYSTEM","1"
"T134SC","IRPEFSTRA","2009-01-01","002","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T134SC","INPS17F","2009-01-01","003","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T056C","RAIRPEFAUT","2010-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T057","IRAP","2010-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T057","RAIRPEFAUT","2010-01-01","002","-","-040%","2050-12-31","SYSTEM","SYSTEM","1"
"T057C","IRAPCOM","2010-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T057C","RAIRPEFAUT","2010-01-01","002","-","-040%","2050-12-31","SYSTEM","SYSTEM","1"
"T058","IRAP","2010-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T058","RAIRPEFAUT","2010-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T058C","IRAPCOM","2010-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T058C","RAIRPEFAUT","2010-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T114","F24INAIL","2011-01-01","004","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T005RE","RIDUZ","2002-01-01","001","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T005RE","IRAP","2002-01-01","002","+","-001P","2050-12-31","SYSTEM","SYSTEM","1"
"T005RE","CPDELCA","2002-01-01","003","+","-001P","2050-12-31","SYSTEM","SYSTEM","1"
"T005RE","ENPDEPCA","2002-01-01","004","+","-001P","2050-12-31","SYSTEM","SYSTEM","1"
"T005RE","CPDELCP","2002-01-01","005","-","-001P","2050-12-31","SYSTEM","SYSTEM","1"
"T005RE","ENPDEPCP","2002-01-01","006","-","-001P","2050-12-31","SYSTEM","SYSTEM","1"
"T005RE","FONDOCRCPD","2002-01-01","007","-","-001P","2050-12-31","SYSTEM","SYSTEM","1"
"T005RE","CPDELCPADD","2002-01-01","008","-","-001P","2050-12-31","SYSTEM","SYSTEM","1"
"T005RE","IRPEFSCA","2002-01-01","009","-","-001P-005P-006P-007P-008P","2050-12-31","SYSTEM","SYSTEM","1"
"T092RE","CPDELCAAP","2007-01-01","003","+","-001P","2050-12-31","SYSTEM","SYSTEM","1"
"T092RE","CPDELCPAP","2007-01-01","005","-","-001P","2050-12-31","SYSTEM","SYSTEM","1"
"T092RE","ENPDEPCA","2002-01-01","004","+","-001P","2050-12-31","SYSTEM","SYSTEM","1"
"T092RE","ENPDEPCP","2002-01-01","006","-","-001P","2050-12-31","SYSTEM","SYSTEM","1"
"T092RE","FONDOCRCPD","2002-01-01","007","-","-001P","2050-12-31","SYSTEM","SYSTEM","1"
"T092RE","IRAP","2002-01-01","002","+","-001P","2050-12-31","SYSTEM","SYSTEM","1"
"T092RE","IRPEFSCA","2002-01-01","009","-","-001P-005P-006P-007P-008P","2050-12-31","SYSTEM","SYSTEM","1"
"T092RE","RIDUZ","2002-01-01","001","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T003RE","RIDUZ","2002-01-01","001","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T003RE","IRAP","2002-01-01","002","+","-001P","2050-12-31","SYSTEM","SYSTEM","1"
"T003RE","INPSDIPCA","2002-01-01","003","+","-001P","2050-12-31","SYSTEM","SYSTEM","1"
"T003RE","ENPDEPCA","2002-01-01","004","+","-001P","2050-12-31","SYSTEM","SYSTEM","1"
"T003RE","INPSDIPCP","2002-01-01","005","-","-001P","2050-12-31","SYSTEM","SYSTEM","1"
"T003RE","INPSADD","2002-01-01","006","-","-001P","2050-12-31","SYSTEM","SYSTEM","1"
"T003RE","ENPDEPCP","2002-01-01","007","-","-001P","2050-12-31","SYSTEM","SYSTEM","1"
"T003RE","IRPEFSCA","2002-01-01","008","-","-001P-007P-006P-005P","2050-12-31","SYSTEM","SYSTEM","1"
"T137SC","INAIL","2005-01-01","002","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T137SC","INPSB","2005-01-01","001","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T137SC","IRAP","2005-01-01","004","+","000","2200-12-31","SYSTEM","SYSTEM","1"
"T137SC","IRPEFSCA9","2005-01-01","003","-","-001P-002P","2200-12-31","SYSTEM","SYSTEM","1"
"T100","STI4H56","2002-01-01","069","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T154","IRAP","2009-01-01","001","+","000","2200-12-31","SYSTEM","SYSTEM","1"
"T135","STI6Q0R","2009-12-01","020","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T135","STI1YINSO","2009-12-01","021","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T135","STI1FFS","2010-10-01","026","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T135","STI8T0R","2011-10-01","032","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T148C","INAIL","2009-01-01","001","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T148C","INPSB","2009-01-01","002","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T148C","IRPEFSCA5","2009-01-01","003","-","-090%-001P-002P","2200-12-31","SYSTEM","SYSTEM","1"
"T148C","ADDCOMRAT","2009-01-01","004","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T148C","ADDREGRAT","2009-01-01","005","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T148C","ADDPROVRAT","2009-01-01","006","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T148C","ADDCOMACC","2009-01-01","007","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T135","STDEFFS","2009-01-01","019","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T135","STI0404","2009-01-01","022","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T099","STI1013","2010-01-01","070","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T135","STI1002","2010-11-01","025","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T135","ARROTOND","2010-12-01","027","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T135","P516","2011-01-01","030","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T114","F24IRAP2","2011-06-01","007","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T135","STI1013","2009-01-01","017","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T158SC","IMPSOST730","2011-01-01","014","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T099","STI1057","2011-09-01","071","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T170","RAIRPEF","2012-01-01","003","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T170","RIVALSAINP","2012-01-01","001","+","000","2200-12-31","SYSTEM","SYSTEM","1"
"T170","IVA","2012-01-01","002","+","+001E","2200-12-31","SYSTEM","SYSTEM","1"
"T170C","RIVALSAINP","2012-01-01","001","+","000","2200-12-31","SYSTEM","SYSTEM","1"
"T170C","IVA","2012-01-01","002","+","+001E","2200-12-31","SYSTEM","SYSTEM","1"
"T170C","RAIRPEF","2012-01-01","003","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T109","IMPSOST730","2011-01-01","014","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T099","STI6Q0R","2009-01-01","069","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T135","STI7N06","2009-12-02","016","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T210","STI5W0R","2002-01-01","052","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI2X7A","2002-01-01","064","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI2Z2Z","2002-01-01","060","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI3A8P","2002-01-01","057","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI3H28","2002-01-01","033","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI3I29","2002-01-01","047","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI3M33","2002-01-01","034","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI3Q37","2002-01-01","029","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI3S39","2002-01-01","030","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI3U41","2002-01-01","031","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"R121CSP","RAIRPEF","2017-07-01","002","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T256CSP","RIVALSA4CP","2017-07-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T155CSP","RIVALSA2","2017-07-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T156CSP","RIVALSA4CP","2017-07-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T157CSP","RIVALSA4","2017-07-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"R021CSP","RIVALSA4","2017-07-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"R021CSP","RAIRPEF","2017-07-01","002","-","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T182","INPGICPADD","2017-07-25","008","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T255CSP","RIVALSA2","2017-07-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T135","STI7M76","2018-01-01","052","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T022CM","RIVALSA4","2018-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T022CM","RIVALSA4CP","2018-01-01","002","+","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T030","BONUSDL66","2014-01-01","009","-","000","2019-12-31","SYSTEM","SYSTEM","1"
"T210","STI4Z943","2017-01-01","076","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T030","ADDCOMACC","2007-01-01","008","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T211","STI4Z945","2018-06-01","073","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T022SP","IVASP","2018-01-01","003","+","+001E+002E","2050-12-31","SYSTEM","SYSTEM","1"
"T022SP","RIVALSA4","2018-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T022SP","RIVALSA4CP","2018-01-01","002","+","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T022SP","RAIRPEF","2018-01-01","004","-","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T022CSP","RIVALSA4","2018-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T022CSP","RIVALSA4CP","2018-01-01","002","+","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T022CSP","RAIRPEF","2018-01-01","003","-","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T029PC","ADDCOMACC","2007-01-01","008","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T029PC","ADDCOMRAT","2004-01-01","007","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T029PC","ADDPROVRAT","2004-01-01","006","-","000","2050-12-31","SYSTEM","SYSTEM","1"
