CD_TI_PASTO,TI_AREA_GEOGRAFICA,PG_NAZIONE,PG_RIF_INQUADRAMENTO,DT_INIZIO_VALIDITA,DT_FINE_VALIDITA,CD_DIVISA,LIMITE_MAX_PASTO,CD_AREA_ESTERA,UTCR,UTUV,PG_VER_REC
"PASTO_GIORNALIERO","E",0,67,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,67,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,67,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,0,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,0,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,0,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,0,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,0,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,0,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,0,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,1,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,1,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,1,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,1,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,1,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,1,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,1,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,68,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,68,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,68,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,68,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,68,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,68,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,68,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,96,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,96,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,96,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,96,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,96,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,96,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,96,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,82,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,82,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,82,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,82,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,82,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,82,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,82,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,83,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,83,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,83,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,83,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,83,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,83,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,83,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,101,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,101,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,101,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,101,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,101,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,101,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,101,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,7,"2010-05-31","2100-12-31","EURO","40","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,7,"2010-05-31","2100-12-31","EURO","40","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,7,"2010-05-31","2100-12-31","EURO","45","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,7,"2010-05-31","2100-12-31","EURO","60","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,7,"2010-05-31","2100-12-31","EURO","65","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,7,"2010-05-31","2100-12-31","EURO","70","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,7,"2010-05-31","2100-12-31","EURO","75","G","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,7,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,7,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,7,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,7,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,7,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,7,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,7,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,8,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,8,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,8,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,8,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,8,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,8,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,8,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,9,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,9,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,9,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,9,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,9,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,9,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,9,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,10,"2010-05-31","2100-12-31","EURO","65","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,10,"2010-05-31","2100-12-31","EURO","70","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,10,"2010-05-31","2100-12-31","EURO","75","G","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,10,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,10,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,10,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,10,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,10,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,10,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,10,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,11,"2010-05-31","2100-12-31","EURO","40","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,11,"2010-05-31","2100-12-31","EURO","40","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,11,"2010-05-31","2100-12-31","EURO","45","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,11,"2010-05-31","2100-12-31","EURO","60","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,11,"2010-05-31","2100-12-31","EURO","65","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,11,"2010-05-31","2100-12-31","EURO","70","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,11,"2010-05-31","2100-12-31","EURO","75","G","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,11,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,11,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,11,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,99,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,99,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,27,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,27,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,27,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,27,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,27,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,43,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,43,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,43,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,43,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,43,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,43,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,43,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,44,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,44,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,44,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,44,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,44,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,44,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,44,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,45,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,45,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,45,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,45,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,45,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,45,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,45,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,50,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,50,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,50,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,50,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,50,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,50,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,50,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,51,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,51,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,51,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,51,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,51,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,51,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,51,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,52,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,52,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,52,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,52,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,52,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,52,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,52,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,86,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,86,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,86,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,86,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,86,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,86,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,86,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,55,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,55,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,55,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,55,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,55,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,55,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,55,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,56,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,56,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,56,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,56,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,56,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,56,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,56,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,57,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,57,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,57,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,57,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,57,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,57,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,57,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,58,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,58,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,58,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,58,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,58,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,58,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,58,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,59,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,59,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,59,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,59,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,47,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,47,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,47,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,47,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,47,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,47,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,48,"2010-05-31","2100-12-31","EURO","40","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,48,"2010-05-31","2100-12-31","EURO","40","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,48,"2010-05-31","2100-12-31","EURO","45","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,48,"2010-05-31","2100-12-31","EURO","60","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,48,"2010-05-31","2100-12-31","EURO","65","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,48,"2010-05-31","2100-12-31","EURO","70","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,48,"2010-05-31","2100-12-31","EURO","75","G","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,48,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,48,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,48,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,48,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,48,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,48,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,48,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,49,"2010-05-31","2100-12-31","EURO","40","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,49,"2010-05-31","2100-12-31","EURO","40","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,49,"2010-05-31","2100-12-31","EURO","45","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,49,"2010-05-31","2100-12-31","EURO","60","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,49,"2010-05-31","2100-12-31","EURO","65","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,49,"2010-05-31","2100-12-31","EURO","70","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,49,"2010-05-31","2100-12-31","EURO","75","G","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,49,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,49,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,49,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,49,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,49,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,49,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,49,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,54,"2010-05-31","2100-12-31","EURO","40","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,54,"2010-05-31","2100-12-31","EURO","40","B","SYSTEM","SYSTEM","1"
