CD_TI_PASTO,TI_AREA_GEOGRAFICA,PG_NAZIONE,PG_RIF_INQUADRAMENTO,DT_INIZIO_VALIDITA,DT_FINE_VALIDITA,CD_DIVISA,LIMITE_MAX_PASTO,CD_AREA_ESTERA,UTCR,UTUV,PG_VER_REC
"PASTO_GIORNALIERO","E",0,62,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,62,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,62,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,62,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,62,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,62,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,61,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,61,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,61,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,61,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,61,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,61,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,61,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,69,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,69,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,69,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,69,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,69,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,69,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,69,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,70,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,70,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,70,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,70,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,70,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,70,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,70,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,11,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,11,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,11,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,11,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,12,"2010-05-31","2100-12-31","EURO","40","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,12,"2010-05-31","2100-12-31","EURO","40","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,12,"2010-05-31","2100-12-31","EURO","45","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,12,"2010-05-31","2100-12-31","EURO","60","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,12,"2010-05-31","2100-12-31","EURO","65","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,12,"2010-05-31","2100-12-31","EURO","70","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,12,"2010-05-31","2100-12-31","EURO","75","G","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,12,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,12,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,12,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,12,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,12,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,12,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,12,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,13,"2010-05-31","2100-12-31","EURO","40","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,13,"2010-05-31","2100-12-31","EURO","40","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,13,"2010-05-31","2100-12-31","EURO","45","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,13,"2010-05-31","2100-12-31","EURO","60","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,13,"2010-05-31","2100-12-31","EURO","65","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,13,"2010-05-31","2100-12-31","EURO","70","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,13,"2010-05-31","2100-12-31","EURO","75","G","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,13,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,13,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,13,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,13,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,13,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,13,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,13,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,14,"2010-05-31","2100-12-31","EURO","40","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,14,"2010-05-31","2100-12-31","EURO","40","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,14,"2010-05-31","2100-12-31","EURO","45","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,14,"2010-05-31","2100-12-31","EURO","60","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,14,"2010-05-31","2100-12-31","EURO","65","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,14,"2010-05-31","2100-12-31","EURO","70","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,14,"2010-05-31","2100-12-31","EURO","75","G","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,14,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,14,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,14,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,23,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,23,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,23,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,23,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,24,"2010-05-31","2100-12-31","EURO","40","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,24,"2010-05-31","2100-12-31","EURO","40","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,24,"2010-05-31","2100-12-31","EURO","45","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,24,"2010-05-31","2100-12-31","EURO","60","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,24,"2010-05-31","2100-12-31","EURO","65","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,24,"2010-05-31","2100-12-31","EURO","70","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,24,"2010-05-31","2100-12-31","EURO","75","G","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,24,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,24,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,24,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,24,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,24,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,24,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,24,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,25,"2010-05-31","2100-12-31","EURO","40","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,25,"2010-05-31","2100-12-31","EURO","40","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,25,"2010-05-31","2100-12-31","EURO","45","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,25,"2010-05-31","2100-12-31","EURO","60","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,25,"2010-05-31","2100-12-31","EURO","65","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,25,"2010-05-31","2100-12-31","EURO","70","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,25,"2010-05-31","2100-12-31","EURO","75","G","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,25,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,25,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,25,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,25,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,25,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,25,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,25,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,26,"2010-05-31","2100-12-31","EURO","40","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,26,"2010-05-31","2100-12-31","EURO","40","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,26,"2010-05-31","2100-12-31","EURO","45","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,26,"2010-05-31","2100-12-31","EURO","60","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,26,"2010-05-31","2100-12-31","EURO","65","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,26,"2010-05-31","2100-12-31","EURO","70","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,26,"2010-05-31","2100-12-31","EURO","75","G","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,26,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,26,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,26,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,26,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,26,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,26,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,26,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,47,"2010-05-31","2100-12-31","EURO","40","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,47,"2010-05-31","2100-12-31","EURO","40","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,47,"2010-05-31","2100-12-31","EURO","45","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,47,"2010-05-31","2100-12-31","EURO","60","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,47,"2010-05-31","2100-12-31","EURO","65","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,47,"2010-05-31","2100-12-31","EURO","70","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,47,"2010-05-31","2100-12-31","EURO","75","G","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,47,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
