"cd_nodo","ds_nodo","cd_accesso","business_process","pg_ordinamento","fl_terminale","livello","url_icona","cd_proprio_nodo","dacr","utcr","duva","utuv","pg_ver_rec","cd_nodo_padre","url_icona_open"
"0.DOC.INTCAS.SOSRIS.STAMPE","stampe","NULL","NULL","3","N","4","NULL","STAMPE","2003-10-13T16:32:49.000","$$$$$MIGRAZIONE$$$$$","2003-10-13T16:32:49.000","$$$$$MIGRAZIONE$$$$$","1","0.DOC.INTCAS.SOSRIS","NULL"
"0.DOC.INTCAS.SOSCDS.STAMPE","stampe","NULL","NULL","2","N","4","NULL","STAMPE","2003-10-13T16:32:49.000","$$$$$MIGRAZIONE$$$$$","2003-10-13T16:32:49.000","$$$$$MIGRAZIONE$$$$$","1","0.DOC.INTCAS.SOSCDS","NULL"
"0.DOC.INTCAS.SOSRIS.STAMPE.STMRIS","stampa riscontri","DOCINTCASCORESTMRISM","StampaRiscontriBP","1","Y","5","NULL","STMRIS","2003-10-13T16:32:49.000","$$$$$MIGRAZIONE$$$$$","2003-10-13T16:32:49.000","$$$$$MIGRAZIONE$$$$$","1","0.DOC.INTCAS.SOSRIS.STAMPE","NULL"
"0.DOC.INTCAS.SOSRIS.STAMPE.STMSOS","stampa sospesi","DOCINTCASCORESTMSOSM","StampaSospesiBP","2","Y","5","NULL","STMSOS","2003-10-13T16:32:49.000","$$$$$MIGRAZIONE$$$$$","2003-10-13T16:32:49.000","$$$$$MIGRAZIONE$$$$$","1","0.DOC.INTCAS.SOSRIS.STAMPE","NULL"
"0.DOC.INTCAS.SOSCDS.STAMPE.SSOREV","stampa sospesi ente associati a reversali","DOCINTCASCORESSOREVM","StampaSospesiCNRAssocRevBP","1","Y","5","NULL","SSOREV","2003-10-13T16:32:49.000","$$$$$MIGRAZIONE$$$$$","2003-10-13T16:32:49.000","$$$$$MIGRAZIONE$$$$$","1","0.DOC.INTCAS.SOSCDS.STAMPE","NULL"
"0.DOC.INTCAS.SOSCDS.STAMPE.SSOCDS","stampa sospesi ente associati a cds","DOCINTCASCORESSOCDSM","StampaSospesiCNRAssocCdsBP","2","Y","5","NULL","SSOCDS","2003-10-13T16:32:49.000","$$$$$MIGRAZIONE$$$$$","2003-10-13T16:32:49.000","$$$$$MIGRAZIONE$$$$$","1","0.DOC.INTCAS.SOSCDS.STAMPE","NULL"
"0.DOC.INTCAS.CAFILE.CF","carica file","DOCINTCASCORECAFILEM","CaricaFileCassiereBP","1","Y","4","NULL","CF","2003-10-13T16:32:49.000","$$$$$MIGRAZIONE$$$$$","2003-10-13T16:32:49.000","$$$$$MIGRAZIONE$$$$$","1","0.DOC.INTCAS.CAFILE","NULL"
"0.DOC.INTCAS.CAFILE.PF","processa file","DOCINTCASCOREPRFILEM","ProcessaFileCassiereBP","3","Y","4","NULL","PF","2003-10-13T16:32:49.000","$$$$$MIGRAZIONE$$$$$","2003-10-13T16:32:49.000","$$$$$MIGRAZIONE$$$$$","1","0.DOC.INTCAS.CAFILE","NULL"
"0.AMM.COMPEN.STAMPE","stampe","NULL","NULL","5","N","3","NULL","STAMPE","2003-12-19T15:25:53.000","$$$$$MIGRAZIONE$$$$$","2003-12-19T15:25:53.000","$$$$$MIGRAZIONE$$$$$","1","0.AMM.COMPEN","NULL"
"0.AMM.COMPEN.STAMPE.STRICP","riepilogo compensi","AMMCOMPENCORESTRICPM","StampaRiepilogoCompensiBP","1","Y","4","NULL","STRICP","2003-12-19T15:25:53.000","$$$$$MIGRAZIONE$$$$$","2003-12-19T15:25:53.000","$$$$$MIGRAZIONE$$$$$","1","0.AMM.COMPEN.STAMPE","NULL"
"0.DOC.INTCAS.SOSCDS.STAMPE.SSOMAN","stampa sospesi ente associati a mandati","DOCINTCASCORESSOMANM","StampaSospesiCNRAssocMandBP","3","Y","5","NULL","SSOMAN","2003-12-19T15:25:53.000","$$$$$MIGRAZIONE$$$$$","2003-12-19T15:25:53.000","$$$$$MIGRAZIONE$$$$$","1","0.DOC.INTCAS.SOSCDS.STAMPE","NULL"
"0.IVA.LIQANN","Liquidazione annuale","NULL","NULL","7","N","2","NULL","LIQANN","2003-12-19T15:25:53.000","$$$$$MIGRAZIONE$$$$$","2003-12-19T15:25:53.000","$$$$$MIGRAZIONE$$$$$","1","0.IVA","NULL"
"0.IVA.LIQANN.LIQANN","liquidazione annuale","NULL","NULL","1","N","4","NULL","LIQANN","2003-12-19T15:25:53.000","$$$$$MIGRAZIONE$$$$$","2003-12-19T15:25:53.000","$$$$$MIGRAZIONE$$$$$","1","0.IVA.LIQANN","NULL"
"0.IVA.LIQANN.LIQANN.M","gestione","AMMLIQIVACORELIQANNM","LiquidazioneAnnualeBP","1","Y","5","NULL","M","2003-12-19T15:25:53.000","$$$$$MIGRAZIONE$$$$$","2003-12-19T15:25:53.000","$$$$$MIGRAZIONE$$$$$","1","0.IVA.LIQANN.LIQANN","NULL"
"0.IVA.LIQANN.CDIVAA","codici IVA fatture acquisti","NULL","NULL","2","N","4","NULL","CDIVAA","2003-12-19T15:25:53.000","$$$$$MIGRAZIONE$$$$$","2003-12-19T15:25:53.000","$$$$$MIGRAZIONE$$$$$","1","0.IVA.LIQANN","NULL"
"0.IVA.LIQANN.CDIVAA.M","gestione","AMMLIQIVACORECDIVAAM","CodiciIvaFattureAcquistiBP","1","Y","5","NULL","M","2003-12-19T15:25:53.000","$$$$$MIGRAZIONE$$$$$","2003-12-19T15:25:53.000","$$$$$MIGRAZIONE$$$$$","1","0.IVA.LIQANN.CDIVAA","NULL"
"0.IVA.LIQANN.CDIVAV","codici IVA fatture vendita","NULL","NULL","3","N","4","NULL","CDIVAV","2003-12-19T15:25:53.000","$$$$$MIGRAZIONE$$$$$","2003-12-19T15:25:53.000","$$$$$MIGRAZIONE$$$$$","1","0.IVA.LIQANN","NULL"
"0.IVA.LIQANN.CDIVAV.M","gestione","AMMLIQIVACORECDIVAVM","CodiciIvaFattureVenditeBP","1","Y","5","NULL","M","2003-12-19T15:25:53.000","$$$$$MIGRAZIONE$$$$$","2003-12-19T15:25:53.000","$$$$$MIGRAZIONE$$$$$","1","0.IVA.LIQANN.CDIVAV","NULL"
"0.IVA.LIQANN.RIQUVE","riepilogativi quadri VA-VE","NULL","NULL","4","N","4","NULL","RIQUVE","2003-12-19T15:25:53.000","$$$$$MIGRAZIONE$$$$$","2003-12-19T15:25:53.000","$$$$$MIGRAZIONE$$$$$","1","0.IVA.LIQANN","NULL"
"0.IVA.LIQANN.RIQUVE.M","gestione","AMMLIQIVACORERIQUVEM","QuadriVaVeBP","1","Y","5","NULL","M","2003-12-19T15:25:53.000","$$$$$MIGRAZIONE$$$$$","2003-12-19T15:25:53.000","$$$$$MIGRAZIONE$$$$$","1","0.IVA.LIQANN.RIQUVE","NULL"
"0.IVA.LIQANN.RIQUVF","riepilogativi quadri VA-VF","NULL","NULL","5","N","4","NULL","RIQUVF","2003-12-19T15:25:53.000","$$$$$MIGRAZIONE$$$$$","2003-12-19T15:25:53.000","$$$$$MIGRAZIONE$$$$$","1","0.IVA.LIQANN","NULL"
"0.IVA.LIQANN.RIQUVF.M","gestione","AMMLIQIVACORERIQUVFM","QuadriVaVfBP","1","Y","5","NULL","M","2003-12-19T15:25:53.000","$$$$$MIGRAZIONE$$$$$","2003-12-19T15:25:53.000","$$$$$MIGRAZIONE$$$$$","1","0.IVA.LIQANN.RIQUVF","NULL"
"0.SERV.LOGREG","Log Registry","NULL","NULL","9","N","2","NULL","LOGREG","2003-12-19T15:25:53.000","$$$$$MIGRAZIONE$$$$$","2003-12-19T15:25:53.000","$$$$$MIGRAZIONE$$$$$","1","0.SERV","NULL"
"0.SERV.LOGREG.V","visualizzazione","CFGLOGREGCORELOGREGV","SelezionatoreLogRegistryBP","1","Y","3","NULL","V","2003-12-19T15:25:53.000","$$$$$MIGRAZIONE$$$$$","2003-12-19T15:25:53.000","$$$$$MIGRAZIONE$$$$$","1","0.SERV.LOGREG","NULL"
"0.DOC.SNGCNT","Situazione singolo conto","NULL","NULL","7","N","2","NULL","SNGCNT","2004-02-18T16:56:25.000","$$$$$MIGRAZIONE$$$$$","2004-02-18T16:56:25.000","$$$$$MIGRAZIONE$$$$$","1","0.DOC","NULL"
"0.DOC.MANDAT.ACCR.ACC0G","generazione","DOCMANDATCOREACCRE0M","SituazioneCdSBP","3","Y","4","NULL","ACC0G","2002-01-15T10:47:06.000","$$$$$MIGRAZIONE$$$$$","2002-01-15T10:47:46.000","$$$$$MIGRAZIONE$$$$$","2","0.DOC.MANDAT.ACCR","NULL"
"0.AMM.FDECON.V","visualizzazione","AMMFDECONCOREFDECONV","FondoEconomaleBP","1","Y","3","NULL","V","2002-01-31T14:41:48.000","$$$$$MIGRAZIONE$$$$$","2002-08-19T16:39:08.000","$$$$$MIGRAZIONE$$$$$","3","0.AMM.FDECON","NULL"
"0.AMM.FDECON.M","gestione","AMMFDECONCOREFDECONM","FondoEconomaleBP","2","Y","3","NULL","M","2002-01-31T14:42:04.000","$$$$$MIGRAZIONE$$$$$","2002-08-19T16:39:08.000","$$$$$MIGRAZIONE$$$$$","3","0.AMM.FDECON","NULL"
"0.DOC.OBBLIG.TABR.TPCONS","tipo consegna","NULL","NULL","2","N","4","NULL","TPCONS","2002-01-31T16:11:21.000","$$$$$MIGRAZIONE$$$$$","2002-01-31T16:11:28.000","$$$$$MIGRAZIONE$$$$$","2","0.DOC.OBBLIG.TABR","NULL"
"0.DOC.OBBLIG.TABR.TPCONS.V","visualizzazione","DOCOBBLIGTABRTPCONSV","CRUDTipoConsegnaBP","1","Y","5","NULL","V","2002-01-31T16:11:55.000","$$$$$MIGRAZIONE$$$$$","2002-01-31T16:13:05.000","$$$$$MIGRAZIONE$$$$$","2","0.DOC.OBBLIG.TABR.TPCONS","NULL"
"0.DOC.OBBLIG.TABR.TPCONS.M","gestione","DOCOBBLIGTABRTPCONSM","CRUDTipoConsegnaBP","2","Y","5","NULL","M","2002-01-31T16:12:13.000","$$$$$MIGRAZIONE$$$$$","2002-01-31T16:13:16.000","$$$$$MIGRAZIONE$$$$$","2","0.DOC.OBBLIG.TABR.TPCONS","NULL"
"0.DOC.REVERS.REVPRV","Reversali Provvisorie","NULL","NULL","3","N","3","NULL","REVPRV","2002-02-05T12:37:25.000","$$$$$MIGRAZIONE$$$$$","2002-02-05T12:37:25.000","$$$$$MIGRAZIONE$$$$$","1","0.DOC.REVERS","NULL"
"0.DOC.REVERS.REVPRV.V","visualizzazione","DOCREVERSCOREREVPRVV","ListaReversaliBP","1","Y","4","NULL","V","2002-02-05T12:38:07.000","$$$$$MIGRAZIONE$$$$$","2002-02-05T12:38:07.000","$$$$$MIGRAZIONE$$$$$","1","0.DOC.REVERS.REVPRV","NULL"
"0.DOC.REVERS.REVPRV.M","gestione","DOCREVERSCOREREVPRVM","ListaReversaliBP","2","Y","4","NULL","M","2002-02-05T12:38:31.000","$$$$$MIGRAZIONE$$$$$","2002-02-05T12:38:31.000","$$$$$MIGRAZIONE$$$$$","1","0.DOC.REVERS.REVPRV","NULL"
"0.AMM.MISSIO.V","visualizzazione","AMMMISSIOCOREMISSIOV","CRUDMissioneBP","1","Y","3","NULL","V","2002-02-07T14:32:23.000","$$$$$MIGRAZIONE$$$$$","2002-09-17T10:09:01.000","$$$$$MIGRAZIONE$$$$$","2","0.AMM.MISSIO","NULL"
"0.AMM.MISSIO.M","gestione","AMMMISSIOCOREMISSIOM","CRUDMissioneBP","2","Y","3","NULL","M","2002-02-07T14:32:46.000","$$$$$MIGRAZIONE$$$$$","2002-09-17T10:09:01.000","$$$$$MIGRAZIONE$$$$$","2","0.AMM.MISSIO","NULL"
"0.AMM.INVENT.GESTBE","gestione bene","NULL","NULL","3","N","3","NULL","GESTBE","2002-02-13T10:37:04.000","$$$$$MIGRAZIONE$$$$$","2002-09-17T10:09:01.000","$$$$$MIGRAZIONE$$$$$","4","0.AMM.INVENT","NULL"
"0.AMM.INVENT.GESTBE.V","visualizzazione","AMMINVENTCOREGESTBEV","CRUDInventarioBeniBP","1","Y","4","NULL","V","2002-02-13T10:37:43.000","$$$$$MIGRAZIONE$$$$$","2002-02-13T10:38:43.000","$$$$$MIGRAZIONE$$$$$","2","0.AMM.INVENT.GESTBE","NULL"
"0.AMM.INVENT.GESTBE.M","gestione","AMMINVENTCOREGESTBEM","CRUDInventarioBeniBP","2","Y","4","NULL","M","2002-02-13T10:38:58.000","$$$$$MIGRAZIONE$$$$$","2002-02-13T10:38:58.000","$$$$$MIGRAZIONE$$$$$","1","0.AMM.INVENT.GESTBE","NULL"
"0.AMM.COMPEN.V","visualizzazione","AMMCOMPENCORECOMPENV","CRUDCompensoBP","1","Y","3","NULL","V","2002-02-22T12:11:58.000","$$$$$MIGRAZIONE$$$$$","2002-09-17T10:09:01.000","$$$$$MIGRAZIONE$$$$$","3","0.AMM.COMPEN","NULL"
"0.AMM.COMPEN.M","gestione","AMMCOMPENCORECOMPENM","CRUDCompensoBP","2","Y","3","NULL","M","2002-02-22T12:12:20.000","$$$$$MIGRAZIONE$$$$$","2002-09-17T10:09:01.000","$$$$$MIGRAZIONE$$$$$","3","0.AMM.COMPEN","NULL"
"0.AMM.FATTUR.FATPAS.NOTCRD","note di credito","NULL","NULL","3","N","4","NULL","NOTCRD","2001-11-06T12:35:07.000","$$$$$MIGRAZIONE$$$$$","2002-01-15T11:03:01.000","$$$$$MIGRAZIONE$$$$$","3","0.AMM.FATTUR.FATPAS","NULL"
"0.AMM.FATTUR.FATPAS.NOTCRD.V","visualizzazione","AMMFATTURDOCSNOTCRDV","CRUDNotaDiCreditoBP","1","Y","5","NULL","V","2001-11-06T12:39:31.000","$$$$$MIGRAZIONE$$$$$","2002-02-26T14:32:29.000","$$$$$MIGRAZIONE$$$$$","3","0.AMM.FATTUR.FATPAS.NOTCRD","NULL"
"0.AMM.FATTUR.FATPAS.NOTDBT","note di debito","NULL","NULL","4","N","4","NULL","NOTDBT","2002-02-26T14:35:42.000","$$$$$MIGRAZIONE$$$$$","2002-02-26T14:35:42.000","$$$$$MIGRAZIONE$$$$$","1","0.AMM.FATTUR.FATPAS","NULL"
"0.AMM.FATTUR.FATPAS.NOTDBT.V","visualizzazione","AMMFATTURDOCSNOTDBTV","CRUDNotaDiDebitoBP","1","Y","5","NULL","V","2002-02-26T14:36:52.000","$$$$$MIGRAZIONE$$$$$","2002-02-26T14:36:52.000","$$$$$MIGRAZIONE$$$$$","1","0.AMM.FATTUR.FATPAS.NOTDBT","NULL"
"0.AMM.FATTUR.FATATT.NOTCRD","note di credito","NULL","NULL","3","N","4","NULL","NOTCRD","2002-02-26T14:38:14.000","$$$$$MIGRAZIONE$$$$$","2002-02-26T14:38:14.000","$$$$$MIGRAZIONE$$$$$","1","0.AMM.FATTUR.FATATT","NULL"
"0.AMM.FATTUR.FATATT.NOTDBT","note di debito","NULL","NULL","4","N","4","NULL","NOTDBT","2002-02-26T14:38:29.000","$$$$$MIGRAZIONE$$$$$","2002-02-26T14:38:29.000","$$$$$MIGRAZIONE$$$$$","1","0.AMM.FATTUR.FATATT","NULL"
"0.AMM.FATTUR.FATATT.NOTCRD.V","visualizzazione","AMMFATTURDOCSNTCRDAV","CRUDNotaDiCreditoAttivaBP","1","Y","5","NULL","V","2002-02-26T14:41:22.000","$$$$$MIGRAZIONE$$$$$","2002-02-26T14:41:22.000","$$$$$MIGRAZIONE$$$$$","1","0.AMM.FATTUR.FATATT.NOTCRD","NULL"
"0.AMM.FATTUR.FATATT.NOTDBT.V","visualizzazione","AMMFATTURDOCSNTDBTAV","CRUDNotaDiDebitoAttivaBP","1","Y","5","NULL","V","2002-02-26T14:42:02.000","$$$$$MIGRAZIONE$$$$$","2002-02-26T14:42:02.000","$$$$$MIGRAZIONE$$$$$","1","0.AMM.FATTUR.FATATT.NOTDBT","NULL"
"0.AMM.COMPEN.TABR.ASTRTT","Ass. Tipo Tratt. - Tipo Rapp.","NULL","NULL","12","N","4","NULL","ASTRTT","2002-03-07T12:31:35.000","$$$$$MIGRAZIONE$$$$$","2002-03-22T11:02:50.000","$$$$$MIGRAZIONE$$$$$","2","0.AMM.COMPEN.TABR","NULL"
"0.AMM.COMPEN.TABR.TITRAT","Tipo Trattamento","NULL","NULL","10","N","4","NULL","TITRAT","2002-03-07T12:31:53.000","$$$$$MIGRAZIONE$$$$$","2002-03-22T11:02:50.000","$$$$$MIGRAZIONE$$$$$","2","0.AMM.COMPEN.TABR","NULL"
"0.AMM.COMPEN.TABR.ASTRTT.V","visualizzazione","AMMCOMPENTABRASTRTTV","CRUDAssTipoRapportoTipoTrattamentoBP","1","Y","5","NULL","V","2002-03-07T12:33:35.000","$$$$$MIGRAZIONE$$$$$","2002-03-22T11:02:51.000","$$$$$MIGRAZIONE$$$$$","2","0.AMM.COMPEN.TABR.ASTRTT","NULL"
"0.DOC.INTCAS.CONFCAS","Configurazione cassiere","NULL","NULL","0","N","3","NULL","CONFCAS","2014-01-02T12:08:49.000","CED_RP","2014-01-02T12:08:49.000","CED_RP","1","0.DOC.INTCAS","NULL"
"0.AMM.COMPEN.TABR.ASTRTT.M","gestione","AMMCOMPENTABRASTRTTM","CRUDAssTipoRapportoTipoTrattamentoBP","2","Y","5","NULL","M","2002-03-07T12:33:55.000","$$$$$MIGRAZIONE$$$$$","2002-03-22T11:02:51.000","$$$$$MIGRAZIONE$$$$$","2","0.AMM.COMPEN.TABR.ASTRTT","NULL"
"0.AMM.COMPEN.TABR.TITRAT.V","visualizzazione","AMMCOMPENTABRTITRATV","CRUDTipoTrattamentoBP","1","Y","5","NULL","V","2002-03-07T12:34:38.000","$$$$$MIGRAZIONE$$$$$","2002-03-22T11:02:52.000","$$$$$MIGRAZIONE$$$$$","2","0.AMM.COMPEN.TABR.TITRAT","NULL"
"0.AMM.COMPEN.TABR.TITRAT.M","gestione","AMMCOMPENTABRTITRATM","CRUDTipoTrattamentoBP","2","Y","5","NULL","M","2002-03-07T12:35:02.000","$$$$$MIGRAZIONE$$$$$","2002-03-22T11:02:52.000","$$$$$MIGRAZIONE$$$$$","2","0.AMM.COMPEN.TABR.TITRAT","NULL"
"0.AMM.INVENT.TABRIF.TIAMMO","Tipo Ammortamento","NULL","NULL","7","N","4","NULL","TIAMMO","2002-03-13T12:31:00.000","$$$$$MIGRAZIONE$$$$$","2002-03-13T12:31:00.000","$$$$$MIGRAZIONE$$$$$","1","0.AMM.INVENT.TABRIF","NULL"
"0.AMM.INVENT.TABRIF.TIAMMO.V","visualizzazione","AMMINVENTTABRTIAMMOV","CRUDTipoAmmortamentoBP","1","Y","5","NULL","V","2002-03-13T12:31:37.000","$$$$$MIGRAZIONE$$$$$","2002-03-13T12:31:37.000","$$$$$MIGRAZIONE$$$$$","1","0.AMM.INVENT.TABRIF.TIAMMO","NULL"
"0.AMM.INVENT.TABRIF.TIAMMO.M","gestione","AMMINVENTTABRTIAMMOM","CRUDTipoAmmortamentoBP","2","Y","5","NULL","M","2002-03-13T12:31:59.000","$$$$$MIGRAZIONE$$$$$","2002-03-13T12:31:59.000","$$$$$MIGRAZIONE$$$$$","1","0.AMM.INVENT.TABRIF.TIAMMO","NULL"
"0.AMM.COMPEN.TABR.TRCORI","Trattamento CORI","NULL","NULL","11","N","4","NULL","TRCORI","2002-03-14T15:03:18.000","$$$$$MIGRAZIONE$$$$$","2002-03-22T11:02:50.000","$$$$$MIGRAZIONE$$$$$","2","0.AMM.COMPEN.TABR","NULL"
"0.AMM.COMPEN.TABR.TRCORI.M","gestione","AMMCOMPENTABRTRCORIM","CRUDTrattamentoCORIBP","2","Y","5","NULL","M","2002-03-14T15:03:55.000","$$$$$MIGRAZIONE$$$$$","2002-03-22T11:02:52.000","$$$$$MIGRAZIONE$$$$$","2","0.AMM.COMPEN.TABR.TRCORI","NULL"
"0.AMM.COMPEN.TABR.TRCORI.V","visualizzazione","AMMCOMPENTABRTRCORIV","CRUDTrattamentoCORIBP","1","Y","5","NULL","V","2002-03-14T15:04:12.000","$$$$$MIGRAZIONE$$$$$","2002-03-22T11:02:52.000","$$$$$MIGRAZIONE$$$$$","2","0.AMM.COMPEN.TABR.TRCORI","NULL"
"0.SERV.LOGS","Logs applicativi","NULL","NULL","4","N","2","NULL","LOGS","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","2002-09-17T10:09:01.000","$$$$$MIGRAZIONE$$$$$","2","0.SERV","NULL"
"0.SERV.LOGS.V","visualizzazione","CFGBATCHLCOREBATCHLV","CRUDTestataLogBP","1","Y","3","NULL","V","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","2002-08-19T16:39:08.000","$$$$$MIGRAZIONE$$$$$","2","0.SERV.LOGS","NULL"
"0.SERV.LOGS.M","gestione","CFGBATCHLCOREBATCHLM","CRUDTestataLogBP","2","Y","3","NULL","M","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","2002-08-19T16:39:08.000","$$$$$MIGRAZIONE$$$$$","2","0.SERV.LOGS","NULL"
"0.AMM.FDECON.SPECON","Spese fondo economale","NULL","NULL","3","N","3","NULL","SPECON","2002-03-19T17:50:10.000","$$$$$MIGRAZIONE$$$$$","2002-03-19T17:50:10.000","$$$$$MIGRAZIONE$$$$$","1","0.AMM.FDECON","NULL"
"0.AMM.FDECON.SPECON.V","visualizzazione","AMMFDECONCORESPECONV","RicercaEconomaleBP","1","Y","4","NULL","V","2002-03-19T17:50:37.000","$$$$$MIGRAZIONE$$$$$","2002-03-19T17:50:37.000","$$$$$MIGRAZIONE$$$$$","1","0.AMM.FDECON.SPECON","NULL"
"0.AMM.FDECON.SPECON.M","gestione","AMMFDECONCORESPECONM","RicercaEconomaleBP","2","Y","4","NULL","M","2002-03-19T17:50:55.000","$$$$$MIGRAZIONE$$$$$","2002-03-19T17:50:55.000","$$$$$MIGRAZIONE$$$$$","1","0.AMM.FDECON.SPECON","NULL"
"0.AMM.COMPEN.TABR.TIRISC","Tipologia Rischio","NULL","NULL","13","N","4","NULL","TIRISC","2002-03-22T11:00:35.000","$$$$$MIGRAZIONE$$$$$","2002-03-22T11:02:50.000","$$$$$MIGRAZIONE$$$$$","2","0.AMM.COMPEN.TABR","NULL"
"0.AMM.COMPEN.TABR.TIRISC.V","visualizzazione","AMMCOMPENTABRTIRISCV","CRUDTipologiaRischioBP","1","Y","5","NULL","V","2002-03-22T11:01:05.000","$$$$$MIGRAZIONE$$$$$","2002-03-22T11:02:52.000","$$$$$MIGRAZIONE$$$$$","2","0.AMM.COMPEN.TABR.TIRISC","NULL"
"0.AMM.COMPEN.TABR.TIRISC.M","gestione","AMMCOMPENTABRTIRISCM","CRUDTipologiaRischioBP","2","Y","5","NULL","M","2002-03-22T11:01:24.000","$$$$$MIGRAZIONE$$$$$","2002-03-22T11:02:52.000","$$$$$MIGRAZIONE$$$$$","2","0.AMM.COMPEN.TABR.TIRISC","NULL"
"0.AMM.FATTUR.TABR.TIPSEZ.M","gestione","AMMFATTURTABRTIPSEZM","CRUDTipoSezionaleBP","2","Y","5","NULL","M","2001-08-06T13:51:59.000","$$$$$MIGRAZIONE$$$$$","2001-11-14T09:11:02.000","$$$$$MIGRAZIONE$$$$$","5","0.AMM.FATTUR.TABR.TIPSEZ","NULL"
"0.DOC.MANDAT","Mandati","NULL","NULL","3","N","2","NULL","MANDAT","2001-06-28T11:31:00.000","$$$$$MIGRAZIONE$$$$$","2001-10-10T13:56:24.000","$$$$$MIGRAZIONE$$$$$","4","0.DOC","NULL"
"0.DOC.CON.MAN","Mandati","NULL","NULL","40","N","3","NULL","MAN","2006-03-23T13:14:52.000","AMMINISTRATORE","2006-03-23T13:14:52.000","AMMINISTRATORE","1","0.DOC.CON","NULL"
"0.DOC.CON.MAN.INIOMAN","Stato Invio Mandati","CONSDOCAMMINVIOMAN","ConsStatoInvioMandatiBP","10","Y","4","NULL","INIOMAN","2006-03-23T13:14:52.000","AMMINISTRATORE","2006-03-23T13:14:52.000","AMMINISTRATORE","1","0.DOC.CON.MAN","NULL"
"0.AMM.FATTUR.TABR.CTGRIN","Cat. Gruppo Inventario","NULL","NULL","11","N","4","NULL","CTGRIN","2002-03-27T14:06:48.000","$$$$$MIGRAZIONE$$$$$","2002-09-17T10:09:01.000","$$$$$MIGRAZIONE$$$$$","3","0.AMM.FATTUR.TABR","NULL"
"0.AMM.FATTUR.TABR.CTGRIN.V","visualizzazione","AMMFATTURTABRCTGRINV","CRUDCategoriaGruppoInventBP","1","Y","5","NULL","V","2002-03-27T14:07:28.000","$$$$$MIGRAZIONE$$$$$","2002-03-27T14:07:28.000","$$$$$MIGRAZIONE$$$$$","1","0.AMM.FATTUR.TABR.CTGRIN","NULL"
"0.AMM.FATTUR.TABR.CTGRIN.M","gestione","AMMFATTURTABRCTGRINM","CRUDCategoriaGruppoInventBP","2","Y","5","NULL","M","2002-03-27T14:07:45.000","$$$$$MIGRAZIONE$$$$$","2002-03-27T14:07:45.000","$$$$$MIGRAZIONE$$$$$","1","0.AMM.FATTUR.TABR.CTGRIN","NULL"
"0.AMM.DOCAMM","Lista documenti amministrativi","NULL","NULL","1","N","2","NULL","DOCAMM","2001-08-28T00:00:00.000","$$$$$MIGRAZIONE$$$$$","2002-09-17T10:09:01.000","$$$$$MIGRAZIONE$$$$$","8","0.AMM","NULL"
"0.AMM.DOCAMM.V","visualizzazione","AMMFATTURDOCSLDCAMMM","ListaDocumentiAmministrativiBP","1","Y","3","NULL","V","2001-08-28T00:00:00.000","$$$$$MIGRAZIONE$$$$$","2002-03-27T14:12:26.000","$$$$$MIGRAZIONE$$$$$","6","0.AMM.DOCAMM","NULL"
"0.CFG.ANAGCF.SO.SOV","visualizzazione","CFGANAGCFCOREANAGSOV","CRUDAnagraficaStrutturaCNRBP","1","Y","4","NULL","SOV","2002-05-28T17:03:15.000","$$$$$MIGRAZIONE$$$$$","2002-08-19T16:39:08.000","$$$$$MIGRAZIONE$$$$$","2","0.CFG.ANAGCF.SO","NULL"
"0.PRV.VARBIL","Variazioni di bilancio","NULL","NULL","40","N","2","NULL","VARBIL","2002-05-28T17:03:29.000","$$$$$MIGRAZIONE$$$$$","2002-05-28T17:03:29.000","$$$$$MIGRAZIONE$$$$$","1","0.PRV","NULL"
"0.PRV.VARBIL.TABR","Tabelle di riferimento","NULL","NULL","3","N","3","NULL","TABR","2002-05-28T17:03:29.000","$$$$$MIGRAZIONE$$$$$","2002-05-28T17:03:29.000","$$$$$MIGRAZIONE$$$$$","1","0.PRV.VARBIL","NULL"
"0.PRV.VARBIL.TABR.CAUVBI","Causali variazioni di bilancio","NULL","NULL","1","N","4","NULL","CAUVBI","2002-05-28T17:03:29.000","$$$$$MIGRAZIONE$$$$$","2002-05-28T17:03:29.000","$$$$$MIGRAZIONE$$$$$","1","0.PRV.VARBIL.TABR","NULL"
"0.PRV.VARBIL.M","gestione","PRVVARBILCOREVARBILM","CRUDVarBilancioBP","2","Y","3","NULL","M","2002-05-28T17:03:29.000","$$$$$MIGRAZIONE$$$$$","2002-08-19T16:39:08.000","$$$$$MIGRAZIONE$$$$$","3","0.PRV.VARBIL","NULL"
"0.PRV.VARBIL.V","visualizzazione","PRVVARBILCOREVARBILV","CRUDVarBilancioBP","1","Y","3","NULL","V","2002-05-28T17:03:29.000","$$$$$MIGRAZIONE$$$$$","2002-08-19T16:39:08.000","$$$$$MIGRAZIONE$$$$$","2","0.PRV.VARBIL","NULL"
"0.PRV.VARBIL.TABR.CAUVBI.M","gestione","PRVVARBILTABRCAUVBIM","CRUDCausaleVarBilancioBP","2","Y","5","NULL","M","2002-05-28T17:03:29.000","$$$$$MIGRAZIONE$$$$$","2002-08-19T16:39:08.000","$$$$$MIGRAZIONE$$$$$","3","0.PRV.VARBIL.TABR.CAUVBI","NULL"
