"cd_trattamento","cd_contributo_ritenuta","dt_inizio_validita","id_riga","segno","calcolo_imponibile","dt_fine_validita","dacr","utcr","duva","utuv","pg_ver_rec"
"T121C","RIVALSA4CP","2004-01-01T00:00:00.000","001","+","000","2200-12-31T01:00:00.000","2004-08-05T12:28:36.000","CROSATI","2012-03-20T12:28:36.000","CED","2"
"T121C","IVA","2004-01-01T00:00:00.000","002","+","+001E","2200-12-31T01:00:00.000","2004-08-05T12:29:04.000","CROSATI","2004-08-05T12:29:04.000","CROSATI","1"
"T121C","RAIRPEF","2004-01-01T00:00:00.000","003","-","000","2200-12-31T01:00:00.000","2004-08-05T12:30:40.000","CROSATI","2004-08-05T12:30:40.000","CROSATI","1"
"R019","RIVALSA2","2008-01-01T00:00:00.000","001","+","000","2050-12-31T00:00:00.000","2008-02-08T16:42:15.000","CR","2008-02-08T16:42:15.000","CR","1"
"R019","IVA","2008-01-01T00:00:00.000","002","+","+001E","2050-12-31T00:00:00.000","2008-02-08T16:42:15.000","CR","2008-02-08T16:42:15.000","CR","1"
"R019","RAIRPEF","2008-01-01T00:00:00.000","003","-","000","2050-12-31T00:00:00.000","2008-02-08T16:42:15.000","CR","2008-02-08T16:42:15.000","CR","1"
"R019C","RIVALSA2","2008-01-01T00:00:00.000","001","+","000","2050-12-31T00:00:00.000","2008-02-08T16:42:15.000","CR","2008-02-08T16:42:15.000","CR","1"
"R019C","IVA","2008-01-01T00:00:00.000","002","+","+001E","2050-12-31T00:00:00.000","2008-02-08T16:42:15.000","CR","2008-02-08T16:42:15.000","CR","1"
"R019C","RAIRPEF","2008-01-01T00:00:00.000","003","-","000","2050-12-31T00:00:00.000","2008-02-08T16:42:15.000","CR","2008-02-08T16:42:15.000","CR","1"
"R020","RIVALSA4","2008-01-01T00:00:00.000","001","+","000","2050-12-31T00:00:00.000","2008-02-08T16:42:15.000","CR","2008-02-08T16:42:15.000","CR","1"
"R020","RIVALSA2","2008-01-01T00:00:00.000","002","+","+001E","2050-12-31T00:00:00.000","2008-02-08T16:42:15.000","CR","2008-02-08T16:42:15.000","CR","1"
"R020","IVA","2008-01-01T00:00:00.000","003","+","+001E+002E","2050-12-31T00:00:00.000","2008-02-08T16:42:15.000","CR","2008-02-08T16:42:15.000","CR","1"
"R020","RAIRPEF","2008-01-01T00:00:00.000","004","-","+001E","2050-12-31T00:00:00.000","2008-02-08T16:42:15.000","CR","2008-02-08T16:42:15.000","CR","1"
"R020C","RIVALSA4","2008-01-01T00:00:00.000","001","+","000","2050-12-31T00:00:00.000","2008-02-08T16:42:15.000","CR","2008-02-08T16:42:15.000","CR","1"
"R020C","RIVALSA2","2008-01-01T00:00:00.000","002","+","+001E","2050-12-31T00:00:00.000","2008-02-08T16:42:15.000","CR","2008-02-08T16:42:15.000","CR","1"
"R020C","IVA","2008-01-01T00:00:00.000","003","+","+001E+002E","2050-12-31T00:00:00.000","2008-02-08T16:42:15.000","CR","2008-02-08T16:42:15.000","CR","1"
"R020C","RAIRPEF","2008-01-01T00:00:00.000","004","-","+001E","2050-12-31T00:00:00.000","2008-02-08T16:42:15.000","CR","2008-02-08T16:42:15.000","CR","1"
"R021","RIVALSA4","2008-01-01T00:00:00.000","001","+","000","2050-12-31T00:00:00.000","2008-02-08T16:42:15.000","CR","2008-02-08T16:42:15.000","CR","1"
"R021","IVA","2008-01-01T00:00:00.000","002","+","+001E","2050-12-31T00:00:00.000","2008-02-08T16:42:15.000","CR","2008-02-08T16:42:15.000","CR","1"
"R021","RAIRPEF","2008-01-01T00:00:00.000","003","-","+001E","2050-12-31T00:00:00.000","2008-02-08T16:42:15.000","CR","2008-02-08T16:42:15.000","CR","1"
"R025C","RIVALSA4","2008-01-01T00:00:00.000","001","+","000","2050-12-31T00:00:00.000","2008-02-08T16:42:15.000","CR","2008-02-08T16:42:15.000","CR","1"
"R025C","RIVALSA2","2008-01-01T00:00:00.000","002","+","000","2050-12-31T00:00:00.000","2008-02-08T16:42:15.000","CR","2008-02-08T16:42:15.000","CR","1"
"R025C","IVA","2008-01-01T00:00:00.000","003","+","+001E+002E","2050-12-31T00:00:00.000","2008-02-08T16:42:15.000","CR","2008-02-08T16:42:15.000","CR","1"
"R025C","RAIRPEF","2008-01-01T00:00:00.000","004","-","+001E","2050-12-31T00:00:00.000","2008-02-08T16:42:15.000","CR","2008-02-08T16:42:15.000","CR","1"
"R048C","IVA","2008-01-01T00:00:00.000","001","+","000","2050-12-31T00:00:00.000","2008-02-08T16:42:15.000","CR","2008-02-08T16:42:15.000","CR","1"
"R048C","RAIRPEF","2008-01-01T00:00:00.000","002","-","000","2050-12-31T00:00:00.000","2008-02-08T16:42:15.000","CR","2008-02-08T16:42:15.000","CR","1"
"R085C","RIVALSA4","2008-01-01T00:00:00.000","001","+","000","2050-12-31T00:00:00.000","2008-02-08T16:42:15.000","CR","2008-02-08T16:42:15.000","CR","1"
"R085C","IVA","2008-01-01T00:00:00.000","002","+","+001E","2050-12-31T00:00:00.000","2008-02-08T16:42:15.000","CR","2008-02-08T16:42:15.000","CR","1"
"R089C","RIVALSA2","2008-01-01T00:00:00.000","001","+","000","2050-12-31T00:00:00.000","2008-02-08T16:42:15.000","CR","2008-02-08T16:42:15.000","CR","1"
"R089C","IVA","2008-01-01T00:00:00.000","002","+","+001E","2050-12-31T00:00:00.000","2008-02-08T16:42:15.000","CR","2008-02-08T16:42:15.000","CR","1"
"R091","IVA","2008-01-01T00:00:00.000","001","+","000","2050-12-31T00:00:00.000","2008-02-08T16:42:15.000","CR","2008-02-08T16:42:15.000","CR","1"
"R121","RIVALSA4CP","2008-01-01T00:00:00.000","001","+","000","2200-12-31T01:00:00.000","2008-02-08T16:42:15.000","CR","2015-02-06T16:42:15.000","CED","2"
"R121","IVA","2008-01-01T00:00:00.000","002","+","+001E","2200-12-31T01:00:00.000","2008-02-08T16:42:15.000","CR","2008-02-08T16:42:15.000","CR","1"
"R121","RAIRPEF","2008-01-01T00:00:00.000","003","-","000","2200-12-31T01:00:00.000","2008-02-08T16:42:15.000","CR","2008-02-08T16:42:15.000","CR","1"
"R121C","RIVALSA4CP","2008-01-01T00:00:00.000","001","+","000","2200-12-31T01:00:00.000","2008-02-08T16:42:15.000","CR","2015-02-06T16:42:15.000","CED","2"
"R121C","IVA","2008-01-01T00:00:00.000","002","+","+001E","2200-12-31T01:00:00.000","2008-02-08T16:42:15.000","CR","2008-02-08T16:42:15.000","CR","1"
"R121C","RAIRPEF","2008-01-01T00:00:00.000","003","-","000","2200-12-31T01:00:00.000","2008-02-08T16:42:15.000","CR","2008-02-08T16:42:15.000","CR","1"
"R048","RAIRPEF","2008-01-01T00:00:00.000","002","-","000","2050-12-31T00:00:00.000","2008-02-25T16:42:15.000","CED","2008-02-25T16:42:15.000","CED","1"
"T153","RIVALSA2","2008-01-01T00:00:00.000","001","+","000","2050-12-31T00:00:00.000","2008-03-20T00:00:00.000","CED","2008-03-20T00:00:00.000","CED","1"
"T153","IVA","2008-01-01T00:00:00.000","002","+","+001E","2050-12-31T00:00:00.000","2003-01-13T00:00:00.000","CED","2008-03-20T00:00:00.000","CED","1"
"T016CSC","IRAPCOM","2002-01-01T00:00:00.000","001","+","000","2050-12-31T00:00:00.000","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"T016CSC","RAIRPEF","2002-01-01T00:00:00.000","002","-","000","2050-12-31T00:00:00.000","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"T018SC","IRAP","2002-01-01T00:00:00.000","001","+","000","2050-12-31T00:00:00.000","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"T018SC","IRPEFSTRA","2002-01-01T00:00:00.000","002","-","000","2050-12-31T00:00:00.000","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"T018CSC","IRAPCOM","2002-01-01T00:00:00.000","001","+","000","2050-12-31T00:00:00.000","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"T018CSC","IRPEFSTRA","2002-01-01T00:00:00.000","002","-","000","2050-12-31T00:00:00.000","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"T021","IVA","2002-01-01T00:00:00.000","002","+","+001E","2050-12-31T00:00:00.000","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"T025","RAIRPEF","2002-01-01T00:00:00.000","004","-","+001E","2050-12-31T00:00:00.000","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"T016SC","RAIRPEF","2002-01-01T00:00:00.000","002","-","000","2050-12-31T00:00:00.000","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"T016C","IRAPCOM","2002-01-01T00:00:00.000","001","+","000","2050-12-31T00:00:00.000","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"T016C","RAIRPEF","2002-01-01T00:00:00.000","002","-","000","2050-12-31T00:00:00.000","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"T018","IRAP","2002-01-01T00:00:00.000","001","+","000","2050-12-31T00:00:00.000","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"T018","IRPEFSTRA","2002-01-01T00:00:00.000","002","-","000","2050-12-31T00:00:00.000","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"T018C","IRAPCOM","2002-01-01T00:00:00.000","001","+","000","2050-12-31T00:00:00.000","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"T018C","IRPEFSTRA","2002-01-01T00:00:00.000","002","-","000","2050-12-31T00:00:00.000","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"T019","RIVALSA2","2002-01-01T00:00:00.000","001","+","000","2050-12-31T00:00:00.000","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"T019","IVA","2002-01-01T00:00:00.000","002","+","+001E","2050-12-31T00:00:00.000","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"T019","RAIRPEF","2002-01-01T00:00:00.000","003","-","000","2050-12-31T00:00:00.000","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"T020","RIVALSA4","2002-01-01T00:00:00.000","001","+","000","2050-12-31T00:00:00.000","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"T020","RIVALSA2","2002-01-01T00:00:00.000","002","+","+001E","2050-12-31T00:00:00.000","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"T020","IVA","2002-01-01T00:00:00.000","003","+","+001E+002E","2050-12-31T00:00:00.000","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"T020","RAIRPEF","2002-01-01T00:00:00.000","004","-","+001E","2050-12-31T00:00:00.000","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"T021","RIVALSA4","2002-01-01T00:00:00.000","001","+","000","2050-12-31T00:00:00.000","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"T021","RAIRPEF","2002-01-01T00:00:00.000","003","-","+001E","2050-12-31T00:00:00.000","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"T025","RIVALSA2","2002-01-01T00:00:00.000","002","+","000","2050-12-31T00:00:00.000","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"T025","IVA","2002-01-01T00:00:00.000","003","+","+001E+002E","2050-12-31T00:00:00.000","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"T025","RIVALSA4","2002-01-01T00:00:00.000","001","+","000","2050-12-31T00:00:00.000","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"T114","RECIRAP","2014-01-01T00:00:00.000","012","-","000","2200-12-31T01:00:00.000","2014-10-27T00:00:00.000","CED","2014-10-27T00:00:00.000","CED","1"
"T142","RIVALSA4","2002-01-01T00:00:00.000","001","+","000","2050-12-31T00:00:00.000","2015-07-23T00:00:00.000","CED","2015-07-23T00:00:00.000","CED","1"
"T142","IVA","2002-01-01T00:00:00.000","002","+","+001E","2050-12-31T00:00:00.000","2015-07-23T00:00:00.000","CED","2015-07-23T00:00:00.000","CED","1"
"T159","IVA","2002-01-01T00:00:00.000","001","+","000","2050-12-31T00:00:00.000","2015-07-23T00:00:00.000","CED","2015-07-23T00:00:00.000","CED","1"
"T190","RIVALSA2","2002-01-01T00:00:00.000","001","+","000","2050-12-31T00:00:00.000","2015-07-29T00:00:00.000","CED","2015-07-29T00:00:00.000","CED","1"
"T190","IVA","2002-01-01T00:00:00.000","002","+","+001E","2050-12-31T00:00:00.000","2015-07-29T00:00:00.000","CED","2015-07-29T00:00:00.000","CED","1"
"T191","IVA","2016-01-01T00:00:00.000","002","+","+001E","2050-12-31T00:00:00.000","2016-04-26T00:00:00.000","GGASPARRO","2016-04-26T00:00:00.000","GGASPARRO","1"
"T191","RIVALSA4CP","2016-01-01T00:00:00.000","001","+","000","2050-12-31T00:00:00.000","2016-04-26T00:00:00.000","GGASPARRO","2016-04-26T00:00:00.000","GGASPARRO","1"
"T259C","IVA","2002-01-01T00:00:00.000","001","+","000","2050-12-31T00:00:00.000","2016-06-28T00:00:00.000","CED","2016-06-28T00:00:00.000","CED","1"
"T202","RIVALSA4CP","2004-01-01T00:00:00.000","001","+","000","2200-12-31T01:00:00.000","2013-06-20T12:28:36.000","CED","2013-06-20T12:28:36.000","CED","1"
"T202","IVA","2004-01-01T00:00:00.000","002","+","+001E","2200-12-31T01:00:00.000","2013-06-20T12:29:04.000","CED","2013-06-20T12:29:04.000","CED","1"
"T202","1049","2011-01-01T00:00:00.000","003","-","000","2050-12-31T00:00:00.000","2013-06-20T12:30:40.000","CED","2013-06-20T12:30:40.000","CED","1"
"T255","RIVALSA2","2002-01-01T00:00:00.000","001","+","000","2050-12-31T00:00:00.000","2015-10-27T00:00:00.000","CED","2015-10-27T00:00:00.000","CED","1"
"T255","IVA","2002-01-01T00:00:00.000","002","+","+001E","2050-12-31T00:00:00.000","2015-10-27T00:00:00.000","CED","2015-10-27T00:00:00.000","CED","1"
"T255C","RIVALSA2","2002-01-01T00:00:00.000","001","+","000","2050-12-31T00:00:00.000","2015-10-27T00:00:00.000","CED","2015-10-27T00:00:00.000","CED","1"
"T255C","IVA","2002-01-01T00:00:00.000","002","+","+001E","2050-12-31T00:00:00.000","2015-10-27T00:00:00.000","CED","2015-10-27T00:00:00.000","CED","1"
"T256","RIVALSA4CP","2011-01-01T00:00:00.000","001","+","000","2050-12-31T00:00:00.000","2015-10-27T00:00:00.000","CED","2015-10-27T00:00:00.000","CED","1"
"T256","IVA","2002-01-01T00:00:00.000","002","+","+001E","2050-12-31T00:00:00.000","2015-10-27T00:00:00.000","CED","2015-10-27T00:00:00.000","CED","1"
"T256C","RIVALSA4CP","2011-01-01T00:00:00.000","001","+","000","2050-12-31T00:00:00.000","2015-10-27T00:00:00.000","CED","2015-10-27T00:00:00.000","CED","1"
"T256C","IVA","2002-01-01T00:00:00.000","002","+","+001E","2050-12-31T00:00:00.000","2015-10-27T00:00:00.000","CED","2015-10-27T00:00:00.000","CED","1"
"T257","RIVALSA4","2002-01-01T00:00:00.000","001","+","000","2050-12-31T00:00:00.000","2015-10-27T00:00:00.000","CED","2015-10-27T00:00:00.000","CED","1"
"T257","IVA","2002-01-01T00:00:00.000","002","+","+001E","2050-12-31T00:00:00.000","2015-10-27T00:00:00.000","CED","2015-10-27T00:00:00.000","CED","1"
"T257C","RIVALSA4","2002-01-01T00:00:00.000","001","+","000","2050-12-31T00:00:00.000","2015-10-27T00:00:00.000","CED","2015-10-27T00:00:00.000","CED","1"
"T257C","IVA","2002-01-01T00:00:00.000","002","+","+001E","2050-12-31T00:00:00.000","2015-10-27T00:00:00.000","CED","2015-10-27T00:00:00.000","CED","1"
"T259","IVA","2002-01-01T00:00:00.000","001","+","000","2050-12-31T00:00:00.000","2015-10-27T00:00:00.000","CED","2015-10-27T00:00:00.000","CED","1"
"T114","RECRITE","2003-01-01T00:00:00.000","001","+","000","2050-12-31T00:00:00.000","2003-11-18T00:00:00.000","$$$$$CINECA$$$$$","2003-11-18T00:00:00.000","$$$$$CINECA$$$$$","1"
"T155","RIVALSA2","2002-01-01T00:00:00.000","001","+","000","2050-12-31T00:00:00.000","2012-04-17T00:00:00.000","CED","2012-04-17T00:00:00.000","CED","1"
"T155","IVA","2002-01-01T00:00:00.000","002","+","+001E","2050-12-31T00:00:00.000","2012-04-17T00:00:00.000","CED","2012-04-17T00:00:00.000","CED","1"
"T155C","RIVALSA2","2002-01-01T00:00:00.000","001","+","000","2050-12-31T00:00:00.000","2012-04-17T00:00:00.000","CED","2012-04-17T00:00:00.000","CED","1"
"T155C","IVA","2002-01-01T00:00:00.000","002","+","+001E","2050-12-31T00:00:00.000","2012-04-17T00:00:00.000","CED","2012-04-17T00:00:00.000","CED","1"
"T156","RIVALSA4CP","2011-01-01T00:00:00.000","001","+","000","2050-12-31T00:00:00.000","2012-04-17T00:00:00.000","CED","2012-04-17T00:00:00.000","CED","1"
"T156","IVA","2002-01-01T00:00:00.000","002","+","+001E","2050-12-31T00:00:00.000","2012-04-17T00:00:00.000","CED","2012-04-17T00:00:00.000","CED","1"
"T156C","RIVALSA4CP","2011-01-01T00:00:00.000","001","+","000","2050-12-31T00:00:00.000","2012-04-17T00:00:00.000","CED","2012-04-17T00:00:00.000","CED","1"
"T156C","IVA","2002-01-01T00:00:00.000","002","+","+001E","2050-12-31T00:00:00.000","2012-04-17T00:00:00.000","CED","2012-04-17T00:00:00.000","CED","1"
"T114","F24EPIVA","2011-01-01T00:00:00.000","003","-","000","2200-12-31T01:00:00.000","2011-01-13T14:01:35.000","NUCCILLIC","2011-01-13T14:01:35.000","NUCCILLIC","1"
"T114","F24IRESSAL","2011-06-01T00:00:00.000","008","-","000","2200-12-31T01:00:00.000","2011-06-10T14:39:36.000","NUCCILLIC","2011-06-10T14:39:36.000","NUCCILLIC","1"
"T114","F24IRES2","2011-06-01T00:00:00.000","010","-","000","2200-12-31T01:00:00.000","2011-06-10T14:40:31.000","NUCCILLIC","2011-06-10T14:40:31.000","NUCCILLIC","1"
"T114","F24EPIMU","2012-01-01T00:00:00.000","011","-","000","2200-12-31T01:00:00.000","2012-06-12T14:01:35.000","CED","2012-06-12T14:01:35.000","CED","1"
"T114","F24IRAP1","2011-06-01T00:00:00.000","006","-","000","2200-12-31T01:00:00.000","2011-06-10T14:36:47.000","NUCCILLIC","2011-06-10T14:36:47.000","NUCCILLIC","1"
"T157","RIVALSA4","2002-01-01T00:00:00.000","001","+","000","2050-12-31T00:00:00.000","2012-05-16T00:00:00.000","CED","2012-05-16T00:00:00.000","CED","1"
"T157","IVA","2002-01-01T00:00:00.000","002","+","+001E","2050-12-31T00:00:00.000","2012-05-16T00:00:00.000","CED","2012-05-16T00:00:00.000","CED","1"
"T157C","RIVALSA4","2002-01-01T00:00:00.000","001","+","000","2050-12-31T00:00:00.000","2012-05-16T00:00:00.000","CED","2012-05-16T00:00:00.000","CED","1"
"T157C","IVA","2002-01-01T00:00:00.000","002","+","+001E","2050-12-31T00:00:00.000","2012-05-16T00:00:00.000","CED","2012-05-16T00:00:00.000","CED","1"
"T114","F24IRAPSAL","2011-06-01T00:00:00.000","005","-","000","2200-12-31T01:00:00.000","2011-06-10T09:07:36.000","NUCCILLIC","2011-06-10T09:07:36.000","NUCCILLIC","1"
"T114","RECUIVA","2011-01-01T00:00:00.000","002","-","000","2200-12-31T01:00:00.000","2011-01-13T14:01:06.000","NUCCILLIC","2011-01-13T14:01:06.000","NUCCILLIC","1"
"T114","F24IRES1","2011-06-01T00:00:00.000","009","-","000","2200-12-31T01:00:00.000","2011-06-10T14:40:04.000","NUCCILLIC","2011-06-10T14:40:04.000","NUCCILLIC","1"
"R021C","IVA","2008-01-01T00:00:00.000","002","+","+001E","2050-12-31T00:00:00.000","2008-09-26T00:00:00.000","CED","2008-09-26T00:00:00.000","CED","1"
"R021C","RIVALSA4","2008-01-01T00:00:00.000","001","+","000","2050-12-31T00:00:00.000","2008-09-26T00:00:00.000","CED","2008-09-26T00:00:00.000","CED","1"
"R021C","RAIRPEF","2008-01-01T00:00:00.000","003","-","+001E","2050-12-31T00:00:00.000","2008-09-26T00:00:00.000","CED","2008-09-26T00:00:00.000","CED","1"
"T121CSC","IVA","2009-01-01T00:00:00.000","002","+","+001E","2200-12-31T01:00:00.000","2009-08-31T12:29:04.000","CED","2009-08-31T12:29:04.000","CED","1"
"T121CSC","RAIRPEF","2009-01-01T00:00:00.000","003","-","000","2200-12-31T01:00:00.000","2009-08-31T12:30:40.000","CED","2009-08-31T12:30:40.000","CED","1"
"T121CSC","RIVALSA4CP","2009-01-01T00:00:00.000","001","+","000","2200-12-31T01:00:00.000","2009-08-31T12:28:36.000","CED","2012-03-20T12:28:36.000","CED","2"
"T022","RIVALSA4","2011-01-01T00:00:00.000","001","+","000","2050-12-31T00:00:00.000","2011-02-24T00:00:00.000","CED","2011-02-24T00:00:00.000","CED","1"
"T022","RIVALSA4CP","2011-01-01T00:00:00.000","002","+","+001E","2050-12-31T00:00:00.000","2011-02-24T00:00:00.000","CED","2011-02-24T00:00:00.000","CED","1"
"T022","IVA","2011-01-01T00:00:00.000","003","+","+001E+002E","2050-12-31T00:00:00.000","2011-02-24T00:00:00.000","CED","2011-02-24T00:00:00.000","CED","1"
"T022","RAIRPEF","2011-01-01T00:00:00.000","004","-","+001E","2050-12-31T00:00:00.000","2011-02-24T00:00:00.000","CED","2011-02-24T00:00:00.000","CED","1"
"T022C","RIVALSA4","2011-01-01T00:00:00.000","001","+","000","2050-12-31T00:00:00.000","2011-02-24T00:00:00.000","CED","2011-02-24T00:00:00.000","CED","1"
"T022C","RIVALSA4CP","2011-01-01T00:00:00.000","002","+","+001E","2050-12-31T00:00:00.000","2011-02-24T00:00:00.000","CED","2011-02-24T00:00:00.000","CED","1"
"T022C","IVA","2011-01-01T00:00:00.000","003","+","+001E+002E","2050-12-31T00:00:00.000","2011-02-24T00:00:00.000","CED","2011-02-24T00:00:00.000","CED","1"
"T022C","RAIRPEF","2011-01-01T00:00:00.000","004","-","+001E","2050-12-31T00:00:00.000","2011-02-24T00:00:00.000","CED","2011-02-24T00:00:00.000","CED","1"
"T114","F24INAIL","2011-01-01T00:00:00.000","004","-","000","2200-12-31T01:00:00.000","2011-01-13T15:53:15.000","NUCCILLIC","2011-01-13T15:53:15.000","NUCCILLIC","1"
"T114","F24IRAP2","2011-06-01T00:00:00.000","007","-","000","2200-12-31T01:00:00.000","2011-06-10T14:39:14.000","NUCCILLIC","2011-06-10T14:39:14.000","NUCCILLIC","1"
"T170","RAIRPEF","2012-01-01T00:00:00.000","003","-","000","2200-12-31T01:00:00.000","2012-02-29T12:54:34.000","CED","2012-02-29T12:54:34.000","CED","1"
"T170","RIVALSAINP","2012-01-01T00:00:00.000","001","+","000","2200-12-31T01:00:00.000","2012-02-29T12:54:58.000","CED","2012-02-29T12:54:58.000","CED","1"
"T170","IVA","2012-01-01T00:00:00.000","002","+","+001E","2200-12-31T01:00:00.000","2012-02-29T12:54:58.000","CED","2012-02-29T12:54:58.000","CED","1"
"T170C","RIVALSAINP","2012-01-01T00:00:00.000","001","+","000","2200-12-31T01:00:00.000","2012-02-29T12:54:58.000","CED","2012-02-29T12:54:58.000","CED","1"
"T170C","IVA","2012-01-01T00:00:00.000","002","+","+001E","2200-12-31T01:00:00.000","2012-02-29T12:54:58.000","CED","2012-02-29T12:54:58.000","CED","1"
"T170C","RAIRPEF","2012-01-01T00:00:00.000","003","-","000","2200-12-31T01:00:00.000","2012-02-29T12:54:34.000","CED","2012-02-29T12:54:34.000","CED","1"
