"cd_catastale","dt_inizio_validita","importo","dt_fine_validita","pg_comune","dacr","utcr","duva","utuv","pg_ver_rec"
"C231","2014-01-29T00:00:00.000","8000.00","2015-01-20T00:00:00.000","1632","2014-01-28T16:05:04.000","RPUCCIARELLI","2015-01-20T12:52:04.000","VSERRA","3"
"A001","2014-01-29T00:00:00.000","10000.00","2016-02-03T00:00:00.000","1","2014-01-28T16:05:04.000","RPUCCIARELLI","2015-01-20T11:10:39.000","VSERRA","2"
"H473","2014-01-29T00:00:00.000","8000.00","2015-11-23T00:00:00.000","5541","2014-01-28T16:05:04.000","RPUCCIARELLI","2015-11-23T14:43:20.000","VSERRA","2"
"C738","2014-01-29T00:00:00.000","8000.00","2016-02-03T00:00:00.000","2022","2014-01-28T16:05:04.000","RPUCCIARELLI","2014-01-28T16:05:04.000","RPUCCIARELLI","1"
"B887","2014-01-29T00:00:00.000","8000.00","2015-11-23T00:00:00.000","7968","2014-01-28T16:05:04.000","RPUCCIARELLI","2015-11-23T14:43:24.000","VSERRA","3"
"G349","2014-01-29T00:00:00.000","10000.00","2016-02-03T00:00:00.000","4692","2014-01-28T16:05:04.000","RPUCCIARELLI","2015-01-20T11:10:49.000","VSERRA","2"
"G633","2014-01-29T00:00:00.000","10000.00","2016-02-03T00:00:00.000","4914","2014-01-28T16:05:04.000","RPUCCIARELLI","2015-01-20T11:10:50.000","VSERRA","2"
"A264","2014-01-29T00:00:00.000","12000.00","2014-11-19T00:00:00.000","210","2014-01-28T16:05:04.000","RPUCCIARELLI","2014-11-19T16:47:04.000","RPUCCIARELLI","2"
"H896","2014-01-29T00:00:00.000","10000.00","2016-02-03T00:00:00.000","5860","2014-01-28T16:05:04.000","RPUCCIARELLI","2015-01-20T11:10:53.000","VSERRA","2"
"D467","2014-01-29T00:00:00.000","7500.00","2015-11-23T00:00:00.000","2521","2014-01-28T16:05:04.000","RPUCCIARELLI","2015-11-23T14:43:23.000","VSERRA","3"
"G919","2014-01-29T00:00:00.000","8000.00","2014-11-19T00:00:00.000","5138","2014-01-28T16:05:04.000","RPUCCIARELLI","2014-11-19T16:46:58.000","RPUCCIARELLI","2"
"B999","2014-01-29T00:00:00.000","15000.00","2015-01-20T00:00:00.000","1473","2014-01-28T16:05:04.000","RPUCCIARELLI","2015-01-20T12:52:04.000","VSERRA","3"
"E574","2014-01-29T00:00:00.000","7000.00","2015-01-20T00:00:00.000","3372","2014-01-28T16:05:04.000","RPUCCIARELLI","2015-01-20T12:52:05.000","VSERRA","3"
"B921","2014-01-29T00:00:00.000","10000.00","2014-11-19T00:00:00.000","1414","2014-01-28T16:05:04.000","RPUCCIARELLI","2014-11-19T16:46:58.000","RPUCCIARELLI","2"
"L665","2014-01-29T00:00:00.000","15000.00","2014-11-19T00:00:00.000","7216","2014-01-28T16:05:04.000","RPUCCIARELLI","2014-11-19T16:47:00.000","RPUCCIARELLI","2"
"L219","2014-01-29T00:00:00.000","11520.00","2014-11-19T00:00:00.000","6874","2014-01-28T16:05:04.000","RPUCCIARELLI","2014-11-19T16:47:01.000","RPUCCIARELLI","2"
"A697","2014-01-29T00:00:00.000","10000.00","2016-02-03T00:00:00.000","535","2014-01-28T16:05:04.000","RPUCCIARELLI","2015-01-20T11:10:40.000","VSERRA","2"
"G353","2014-01-29T00:00:00.000","15000.00","2016-02-03T00:00:00.000","4695","2014-01-28T16:05:04.000","RPUCCIARELLI","2015-01-20T11:10:49.000","VSERRA","2"
"H357","2014-01-29T00:00:00.000","7500.00","2016-02-03T00:00:00.000","5444","2014-01-28T16:05:04.000","RPUCCIARELLI","2015-01-20T11:10:52.000","VSERRA","2"
"D202","2014-01-29T00:00:00.000","15000.00","2016-02-03T00:00:00.000","2341","2014-01-28T16:05:04.000","RPUCCIARELLI","2015-01-20T11:10:44.000","VSERRA","2"
"F592","2013-11-29T00:00:00.000","8000.00","2014-01-28T00:00:00.000","4124","2013-11-28T12:34:04.000","VSERRA","2014-01-28T15:31:34.000","RPUCCIARELLI","2"
"G843","2013-11-29T00:00:00.000","6000.00","2014-01-28T00:00:00.000","5075","2013-11-28T12:34:04.000","VSERRA","2014-01-28T15:31:34.000","RPUCCIARELLI","2"
"A616","2013-11-29T00:00:00.000","4000.00","2014-01-28T00:00:00.000","479","2013-11-28T12:34:04.000","VSERRA","2014-01-28T15:31:34.000","RPUCCIARELLI","2"
"G624","2013-11-29T00:00:00.000","9000.00","2014-01-28T00:00:00.000","4898","2013-11-28T12:34:04.000","VSERRA","2014-01-28T15:31:35.000","RPUCCIARELLI","2"
"F372","2013-11-29T00:00:00.000","12000.00","2014-01-28T00:00:00.000","3949","2013-11-28T12:34:04.000","VSERRA","2014-01-28T15:31:35.000","RPUCCIARELLI","2"
"A478","2013-11-29T00:00:00.000","10000.00","2014-01-28T00:00:00.000","372","2013-11-28T12:34:04.000","VSERRA","2014-01-28T15:31:36.000","RPUCCIARELLI","2"
"A872","2013-11-29T00:00:00.000","7500.00","2014-01-28T00:00:00.000","663","2013-11-28T12:34:04.000","VSERRA","2014-01-28T15:31:36.000","RPUCCIARELLI","2"
"D913","2013-11-29T00:00:00.000","12000.00","2014-01-28T00:00:00.000","7844","2013-11-28T12:34:04.000","VSERRA","2014-01-28T15:31:36.000","RPUCCIARELLI","2"
"E428","2013-11-29T00:00:00.000","8350.00","2014-01-28T00:00:00.000","3251","2013-11-28T12:34:04.000","VSERRA","2014-01-28T15:31:38.000","RPUCCIARELLI","2"
"B051","2013-11-29T00:00:00.000","7500.00","2014-01-28T00:00:00.000","790","2013-11-28T12:34:04.000","VSERRA","2014-01-28T15:31:39.000","RPUCCIARELLI","2"
"L342","2013-11-29T00:00:00.000","8000.00","2014-01-28T00:00:00.000","6969","2013-11-28T12:34:04.000","VSERRA","2014-01-28T15:31:39.000","RPUCCIARELLI","2"
"F317","2013-11-29T00:00:00.000","8000.00","2014-01-28T00:00:00.000","3909","2013-11-28T12:34:04.000","VSERRA","2014-01-28T15:31:40.000","RPUCCIARELLI","2"
"A436","2013-11-29T00:00:00.000","10000.00","2014-01-28T00:00:00.000","337","2013-11-28T12:34:04.000","VSERRA","2014-01-28T15:31:40.000","RPUCCIARELLI","2"
"H827","2013-11-29T00:00:00.000","20000.00","2014-01-28T00:00:00.000","5807","2013-11-28T12:34:04.000","VSERRA","2014-01-28T15:31:41.000","RPUCCIARELLI","2"
"H134","2013-11-29T00:00:00.000","12000.00","2014-01-28T00:00:00.000","5285","2013-11-28T12:34:04.000","VSERRA","2014-01-28T15:31:41.000","RPUCCIARELLI","2"
"C481","2013-11-29T00:00:00.000","10000.00","2014-01-28T00:00:00.000","1824","2013-11-28T12:34:04.000","VSERRA","2014-01-28T15:31:42.000","RPUCCIARELLI","2"
"G894","2013-11-29T00:00:00.000","5000.00","2014-01-28T00:00:00.000","5119","2013-11-28T12:34:04.000","VSERRA","2014-01-28T15:31:43.000","RPUCCIARELLI","2"
"A552","2013-11-29T00:00:00.000","8000.00","2014-01-28T00:00:00.000","433","2013-11-28T12:34:04.000","VSERRA","2014-01-28T15:31:44.000","RPUCCIARELLI","2"
"C895","2013-11-29T00:00:00.000","14000.00","2014-01-28T00:00:00.000","2139","2013-11-28T12:34:04.000","VSERRA","2014-01-28T15:31:45.000","RPUCCIARELLI","2"
"I826","2013-11-29T00:00:00.000","10000.00","2014-01-28T00:00:00.000","6571","2013-11-28T12:34:04.000","VSERRA","2014-01-28T15:31:45.000","RPUCCIARELLI","2"
"E854","2013-11-29T00:00:00.000","10000.00","2014-01-28T00:00:00.000","3567","2013-11-28T12:34:04.000","VSERRA","2014-01-28T15:31:46.000","RPUCCIARELLI","2"
"B447","2013-11-29T00:00:00.000","7500.00","2014-01-28T00:00:00.000","1060","2013-11-28T12:34:04.000","VSERRA","2014-01-28T15:31:48.000","RPUCCIARELLI","2"
"C528","2013-11-29T00:00:00.000","8000.00","2014-01-28T00:00:00.000","1858","2013-11-28T12:34:04.000","VSERRA","2014-01-28T15:31:48.000","RPUCCIARELLI","2"
"L567","2013-11-29T00:00:00.000","7500.00","2014-01-28T00:00:00.000","7146","2013-11-28T12:34:04.000","VSERRA","2014-01-28T15:31:48.000","RPUCCIARELLI","2"
"F205","2013-11-29T00:00:00.000","21000.00","2014-01-28T00:00:00.000","3831","2013-11-28T12:34:04.000","VSERRA","2014-01-28T15:31:48.000","RPUCCIARELLI","2"
"C288","2013-11-29T00:00:00.000","7500.00","2014-01-28T00:00:00.000","1682","2013-11-28T12:34:04.000","VSERRA","2014-01-28T15:31:49.000","RPUCCIARELLI","2"
"A249","2013-11-29T00:00:00.000","6000.00","2014-01-28T00:00:00.000","196","2013-11-28T12:34:04.000","VSERRA","2014-01-28T15:31:49.000","RPUCCIARELLI","2"
"G895","2013-11-29T00:00:00.000","6800.00","2014-01-28T00:00:00.000","5120","2013-11-28T12:34:04.000","VSERRA","2014-01-28T15:31:49.000","RPUCCIARELLI","2"
"E807","2013-11-29T00:00:00.000","7500.00","2014-01-28T00:00:00.000","3539","2013-11-28T12:34:04.000","VSERRA","2014-01-28T15:31:50.000","RPUCCIARELLI","2"
"I660","2013-11-29T00:00:00.000","7500.00","2014-01-28T00:00:00.000","6446","2013-11-28T12:34:04.000","VSERRA","2014-01-28T15:31:50.000","RPUCCIARELLI","2"
"C662","2013-11-29T00:00:00.000","10000.00","2014-01-28T00:00:00.000","1968","2013-11-28T12:34:04.000","VSERRA","2014-01-28T15:31:50.000","RPUCCIARELLI","2"
"L779","2013-11-29T00:00:00.000","10000.00","2014-01-28T00:00:00.000","7299","2013-11-28T12:34:04.000","VSERRA","2014-01-28T15:31:51.000","RPUCCIARELLI","2"
"C237","2013-11-29T00:00:00.000","10000.00","2014-01-28T00:00:00.000","1639","2013-11-28T12:34:04.000","VSERRA","2014-01-28T15:31:51.000","RPUCCIARELLI","2"
"B013","2013-11-29T00:00:00.000","13000.00","2014-01-28T00:00:00.000","761","2013-11-28T12:34:04.000","VSERRA","2014-01-28T15:31:52.000","RPUCCIARELLI","2"
"B349","2013-11-29T00:00:00.000","8000.00","2014-01-28T00:00:00.000","983","2013-11-28T12:34:04.000","VSERRA","2014-01-28T15:31:53.000","RPUCCIARELLI","2"
"B912","2013-11-29T00:00:00.000","7500.00","2014-01-28T00:00:00.000","1407","2013-11-28T12:34:04.000","VSERRA","2014-01-28T15:31:53.000","RPUCCIARELLI","2"
"F232","2013-11-29T00:00:00.000","7000.00","2014-01-28T00:00:00.000","3853","2013-11-28T12:34:04.000","VSERRA","2014-01-28T15:31:53.000","RPUCCIARELLI","2"
"A010","2013-11-29T00:00:00.000","13000.00","2014-01-28T00:00:00.000","5","2013-11-28T12:34:04.000","VSERRA","2014-01-28T15:31:54.000","RPUCCIARELLI","2"
"L245","2013-11-29T00:00:00.000","7500.00","2014-01-28T00:00:00.000","6890","2013-11-28T12:34:04.000","VSERRA","2014-01-28T15:31:56.000","RPUCCIARELLI","2"
"E333","2013-11-29T00:00:00.000","10000.00","2014-11-19T14:52:52.000","3174","2013-11-28T12:34:04.000","VSERRA","2013-11-28T12:34:04.000","VSERRA","1"
"G308","2013-11-29T00:00:00.000","10000.00","2014-01-28T00:00:00.000","4665","2013-11-28T12:34:05.000","VSERRA","2014-01-28T15:31:56.000","RPUCCIARELLI","2"
"L737","2013-11-29T00:00:00.000","10000.00","2014-01-28T00:00:00.000","7270","2013-11-28T12:34:05.000","VSERRA","2014-01-28T15:31:59.000","RPUCCIARELLI","2"
"B267","2013-11-29T00:00:00.000","8000.00","2014-01-28T00:00:00.000","938","2013-11-28T12:34:05.000","VSERRA","2014-01-28T15:31:57.000","RPUCCIARELLI","2"
"F054","2013-11-29T00:00:00.000","6000.00","2014-01-28T00:00:00.000","3725","2013-11-28T12:34:05.000","VSERRA","2014-01-28T15:31:57.000","RPUCCIARELLI","2"
"B070","2013-11-29T00:00:00.000","12000.00","2014-01-28T00:00:00.000","802","2013-11-28T12:34:05.000","VSERRA","2014-01-28T15:31:58.000","RPUCCIARELLI","2"
"A947","2013-11-29T00:00:00.000","10000.00","2014-01-28T00:00:00.000","710","2013-11-28T12:34:05.000","VSERRA","2014-01-28T15:31:58.000","RPUCCIARELLI","2"
"L219","2013-11-29T00:00:00.000","11520.00","2014-01-28T00:00:00.000","6874","2013-11-28T12:34:05.000","VSERRA","2014-01-28T15:31:59.000","RPUCCIARELLI","2"
"C658","2013-11-29T00:00:00.000","10000.00","2014-01-28T00:00:00.000","1963","2013-11-28T12:34:05.000","VSERRA","2014-01-28T15:31:59.000","RPUCCIARELLI","2"
"A992","2013-11-29T00:00:00.000","7500.00","2014-01-28T00:00:00.000","750","2013-11-28T12:34:05.000","VSERRA","2014-01-28T15:32:00.000","RPUCCIARELLI","2"
"B807","2013-11-29T00:00:00.000","12000.00","2014-01-28T00:00:00.000","1327","2013-11-28T12:34:05.000","VSERRA","2014-01-28T15:31:54.000","RPUCCIARELLI","2"
"A818","2013-11-29T00:00:00.000","8499.00","2014-01-28T00:00:00.000","629","2013-11-28T12:34:05.000","VSERRA","2014-01-28T15:32:00.000","RPUCCIARELLI","2"
"M079","2013-11-29T00:00:00.000","8500.00","2014-01-28T00:00:00.000","7521","2013-11-28T12:34:05.000","VSERRA","2014-01-28T15:32:00.000","RPUCCIARELLI","2"
"C635","2013-11-29T00:00:00.000","8000.00","2014-01-28T00:00:00.000","1948","2013-11-28T12:34:05.000","VSERRA","2014-01-28T15:31:34.000","RPUCCIARELLI","2"
"L071","2007-01-01T00:00:00.000","7750.00","2012-11-15T00:00:00.000","6758","2007-05-09T16:15:47.000","System","2012-11-15T11:26:32.000","VSERRA","2"
"L081","2007-01-01T00:00:00.000","9000.00","2014-01-28T00:00:00.000","6763","2007-05-09T16:15:47.000","System","2014-01-28T15:31:50.000","RPUCCIARELLI","3"
"L088","2007-01-01T00:00:00.000","8000.00","2013-01-31T00:00:00.000","6770","2007-05-09T16:15:47.000","System","2013-01-31T14:51:50.000","VSERRA","2"
"L117","2007-01-01T00:00:00.000","9000.00","2008-08-13T00:00:00.000","6794","2007-05-09T16:15:47.000","System","2008-08-13T09:52:04.000","NUCCILLIC","2"
"L120","2007-01-01T00:00:00.000","8000.00","2014-01-28T00:00:00.000","6796","2007-05-09T16:15:47.000","System","2014-01-28T15:31:43.000","RPUCCIARELLI","3"
"L134","2007-01-01T00:00:00.000","8000.00","2014-01-28T00:00:00.000","6805","2007-05-09T16:15:47.000","System","2014-01-28T15:31:48.000","RPUCCIARELLI","3"
"L183","2007-01-01T00:00:00.000","7500.00","2014-01-28T00:00:00.000","6844","2007-05-09T16:15:47.000","System","2014-01-28T15:31:44.000","RPUCCIARELLI","3"
"L191","2007-01-01T00:00:00.000","7000.00","2008-05-09T00:00:00.000","6851","2007-05-09T16:15:47.000","System","2008-05-09T19:04:04.000","CROSATI","2"
"L262","2007-01-01T00:00:00.000","12000.00","2014-01-28T00:00:00.000","7949","2007-05-09T16:15:47.000","System","2014-01-28T15:32:01.000","RPUCCIARELLI","3"
"L277","2007-01-01T00:00:00.000","7500.00","2014-01-28T00:00:00.000","6916","2007-05-09T16:15:47.000","System","2014-01-28T15:31:48.000","RPUCCIARELLI","3"
"A328","2009-01-29T00:00:00.000","8000.00","2013-01-31T00:00:00.000","257","2009-01-28T18:13:13.000","NUCCILLIC","2013-01-31T15:07:56.000","VSERRA","2"
"E116","2009-01-29T00:00:00.000","8000.00","2014-01-28T00:00:00.000","3020","2009-01-28T18:13:13.000","NUCCILLIC","2014-01-28T15:31:59.000","RPUCCIARELLI","3"
"E431","2009-01-29T00:00:00.000","8000.00","2012-11-15T00:00:00.000","3254","2009-01-28T18:13:13.000","NUCCILLIC","2012-11-15T11:26:32.000","VSERRA","2"
"I110","2009-01-29T00:00:00.000","7750.00","2012-11-15T00:00:00.000","6017","2009-01-28T18:13:13.000","NUCCILLIC","2012-11-15T11:26:34.000","VSERRA","2"
"I304","2009-01-29T00:00:00.000","15000.00","2009-08-26T00:00:00.000","8039","2009-01-28T18:13:13.000","NUCCILLIC","2009-08-26T17:20:21.000","NUCCILLIC","2"
"I608","2009-01-29T00:00:00.000","12000.00","2012-11-15T00:00:00.000","6402","2009-01-28T18:13:13.000","NUCCILLIC","2012-11-15T11:26:33.000","VSERRA","2"
"I625","2009-01-29T00:00:00.000","10000.00","2012-11-15T00:00:00.000","6413","2009-01-28T18:13:13.000","NUCCILLIC","2012-11-15T11:26:32.000","VSERRA","2"
"L665","2009-01-29T00:00:00.000","10000.00","2012-11-15T00:00:00.000","7216","2009-01-28T18:13:13.000","NUCCILLIC","2012-11-15T11:26:32.000","VSERRA","2"
"G238","2012-06-12T00:00:00.000","15000.00","2014-01-28T00:00:00.000","4609","2012-06-11T14:50:38.000","VSERRA","2014-01-28T15:31:36.000","RPUCCIARELLI","3"
"H089","2012-06-12T00:00:00.000","15000.00","2014-01-28T00:00:00.000","5255","2012-06-11T14:50:38.000","VSERRA","2014-01-28T15:31:34.000","RPUCCIARELLI","3"
"I688","2012-06-12T00:00:00.000","15000.00","2014-01-28T00:00:00.000","6464","2012-06-11T14:50:38.000","VSERRA","2014-01-28T15:31:35.000","RPUCCIARELLI","3"
"I551","2012-06-12T00:00:00.000","10000.00","2014-01-28T00:00:00.000","6359","2012-06-11T14:50:38.000","VSERRA","2014-01-28T15:31:38.000","RPUCCIARELLI","3"
"G308","2007-06-13T00:00:00.000","10500.00","2013-11-28T00:00:00.000","4665","2007-06-12T17:09:13.000","System","2013-11-28T12:34:05.000","VSERRA","3"
"G438","2007-06-13T00:00:00.000","10000.00","2008-08-13T00:00:00.000","4758","2007-06-12T17:09:13.000","System","2008-08-13T09:52:04.000","NUCCILLIC","2"
"G448","2007-06-13T00:00:00.000","7500.00","2012-11-15T00:00:00.000","7871","2007-06-12T17:09:13.000","System","2012-11-15T11:26:33.000","VSERRA","2"
"G479","2007-06-13T00:00:00.000","9000.00","2014-01-28T00:00:00.000","4789","2007-06-12T17:09:13.000","System","2014-01-28T15:31:35.000","RPUCCIARELLI","3"
"G481","2007-06-13T00:00:00.000","8000.00","2014-01-28T00:00:00.000","4791","2007-06-12T17:09:13.000","System","2014-01-28T15:32:01.000","RPUCCIARELLI","3"
"G491","2007-06-13T00:00:00.000","10500.00","2008-08-13T00:00:00.000","4799","2007-06-12T17:09:13.000","System","2008-08-13T09:52:04.000","NUCCILLIC","2"
"G523","2007-06-13T00:00:00.000","10000.00","2014-01-28T00:00:00.000","4827","2007-06-12T17:09:13.000","System","2014-01-28T15:31:44.000","RPUCCIARELLI","3"
"G557","2007-06-13T00:00:00.000","8000.00","2014-01-28T00:00:00.000","4850","2007-06-12T17:09:13.000","System","2014-01-28T15:31:59.000","RPUCCIARELLI","3"
"G659","2007-06-13T00:00:00.000","10000.00","2014-01-28T00:00:00.000","4928","2007-06-12T17:09:13.000","System","2014-01-28T15:31:49.000","RPUCCIARELLI","3"
"G747","2007-06-13T00:00:00.000","10000.00","2014-01-28T00:00:00.000","4994","2007-06-12T17:09:13.000","System","2014-01-28T15:31:55.000","RPUCCIARELLI","3"
"G770","2007-06-13T00:00:00.000","7500.00","2008-08-13T00:00:00.000","5012","2007-06-12T17:09:13.000","System","2008-08-13T09:52:04.000","NUCCILLIC","2"
"G786","2007-06-13T00:00:00.000","8000.00","2014-01-28T00:00:00.000","5028","2007-06-12T17:09:13.000","System","2014-01-28T15:31:48.000","RPUCCIARELLI","3"
"G855","2007-06-13T00:00:00.000","10000.00","2012-06-11T00:00:00.000","5089","2007-06-12T17:09:13.000","System","2012-06-11T14:50:35.000","VSERRA","2"
"G910","2007-06-13T00:00:00.000","8000.00","2014-01-28T00:00:00.000","5128","2007-06-12T17:09:13.000","System","2014-01-28T15:31:43.000","RPUCCIARELLI","3"
"G919","2007-06-13T00:00:00.000","8000.00","2014-01-28T00:00:00.000","5138","2007-06-12T17:09:13.000","System","2014-01-28T15:31:59.000","RPUCCIARELLI","3"
"H026","2007-06-13T00:00:00.000","7500.00","2012-11-15T00:00:00.000","5217","2007-06-12T17:09:13.000","System","2012-11-15T11:26:34.000","VSERRA","2"
"H101","2007-06-13T00:00:00.000","10000.00","2014-01-28T00:00:00.000","5265","2007-06-12T17:09:13.000","System","2014-01-28T15:31:44.000","RPUCCIARELLI","3"
"H163","2007-06-13T00:00:00.000","8500.00","2012-11-15T00:00:00.000","5302","2007-06-12T17:09:13.000","System","2012-11-15T11:26:33.000","VSERRA","2"
"H211","2007-06-13T00:00:00.000","8500.00","2012-06-11T00:00:00.000","5333","2007-06-12T17:09:13.000","System","2012-06-11T14:50:34.000","VSERRA","2"
"H224","2007-06-13T00:00:00.000","10000.00","2013-01-31T00:00:00.000","5343","2007-06-12T17:09:13.000","System","2013-01-31T14:57:35.000","VSERRA","2"
"H256","2007-06-13T00:00:00.000","15000.00","2014-01-28T00:00:00.000","5365","2007-06-12T17:09:13.000","System","2014-01-28T15:31:58.000","RPUCCIARELLI","3"
"H403","2007-06-13T00:00:00.000","7500.00","2013-01-31T00:00:00.000","7797","2007-06-12T17:09:13.000","System","2013-01-31T14:57:52.000","VSERRA","2"
"H731","2007-06-13T00:00:00.000","10000.00","2014-01-28T00:00:00.000","5729","2007-06-12T17:09:13.000","System","2014-01-28T15:31:58.000","RPUCCIARELLI","3"
"H767","2007-06-13T00:00:00.000","10000.00","2014-01-28T00:00:00.000","5754","2007-06-12T17:09:13.000","System","2014-01-28T15:31:45.000","RPUCCIARELLI","3"
"H887","2007-06-13T00:00:00.000","10000.00","2014-01-28T00:00:00.000","5867","2007-06-12T17:09:13.000","System","2014-01-28T15:32:01.000","RPUCCIARELLI","3"
"H921","2007-06-13T00:00:00.000","15000.00","2014-01-28T00:00:00.000","8038","2007-06-12T17:09:13.000","System","2014-01-28T15:31:45.000","RPUCCIARELLI","3"
"I030","2007-06-13T00:00:00.000","10000.00","2012-06-11T00:00:00.000","5968","2007-06-12T17:09:13.000","System","2012-06-11T14:50:36.000","VSERRA","2"
"I049","2007-06-13T00:00:00.000","15000.00","2014-01-28T00:00:00.000","5977","2007-06-12T17:09:13.000","System","2014-01-28T15:31:44.000","RPUCCIARELLI","3"
"I347","2007-06-13T00:00:00.000","5500.00","2014-01-28T00:00:00.000","6198","2007-06-12T17:09:13.000","System","2014-01-28T15:31:58.000","RPUCCIARELLI","3"
"I396","2007-06-13T00:00:00.000","7500.00","2014-01-28T00:00:00.000","6235","2007-06-12T17:09:13.000","System","2014-01-28T15:31:43.000","RPUCCIARELLI","3"
"I184","2007-06-13T00:00:00.000","8000.00","2014-01-28T00:00:00.000","6079","2007-06-12T17:09:13.000","System","2014-01-28T15:31:43.000","RPUCCIARELLI","3"
"I315","2007-06-13T00:00:00.000","7000.00","2014-01-28T00:00:00.000","6176","2007-06-12T17:09:13.000","System","2014-01-28T15:31:51.000","RPUCCIARELLI","3"
"I335","2007-06-13T00:00:00.000","7000.00","2008-08-13T00:00:00.000","6190","2007-06-12T17:09:13.000","System","2008-08-13T09:52:04.000","NUCCILLIC","2"
"I304","2007-06-13T00:00:00.000","15000.00","2009-01-28T00:00:00.000","8039","2007-06-12T17:09:13.000","System","2009-01-28T16:23:24.000","NUCCILLIC","2"
"I677","2007-06-13T00:00:00.000","10000.00","2014-01-28T00:00:00.000","6457","2007-06-12T17:09:13.000","System","2014-01-28T15:31:44.000","RPUCCIARELLI","3"
"I683","2007-06-13T00:00:00.000","8000.00","2014-01-28T00:00:00.000","6466","2007-06-12T17:09:13.000","System","2014-01-28T15:31:34.000","RPUCCIARELLI","3"
"I720","2007-06-13T00:00:00.000","8000.00","2014-01-28T00:00:00.000","6493","2007-06-12T17:09:13.000","System","2014-01-28T15:31:51.000","RPUCCIARELLI","3"
"I822","2007-06-13T00:00:00.000","8000.00","2014-01-28T00:00:00.000","6566","2007-06-12T17:09:13.000","System","2014-01-28T15:31:34.000","RPUCCIARELLI","3"
"I829","2007-06-13T00:00:00.000","10000.00","2014-01-28T00:00:00.000","6574","2007-06-12T17:09:13.000","System","2014-01-28T15:31:45.000","RPUCCIARELLI","3"
"I907","2007-06-13T00:00:00.000","7500.00","2016-02-03T00:00:00.000","6632","2007-06-12T17:09:13.000","System","2015-01-20T11:11:10.000","VSERRA","3"
"I917","2007-06-13T00:00:00.000","7500.00","2014-01-28T00:00:00.000","6640","2007-06-12T17:09:13.000","System","2014-01-28T15:31:34.000","RPUCCIARELLI","3"
"I935","2007-06-13T00:00:00.000","6000.00","2014-01-28T00:00:00.000","6653","2007-06-12T17:09:13.000","System","2014-01-28T15:31:50.000","RPUCCIARELLI","3"
"I950","2007-06-13T00:00:00.000","7500.00","2014-01-28T00:00:00.000","6666","2007-06-12T17:09:13.000","System","2014-01-28T15:31:50.000","RPUCCIARELLI","3"
"L008","2007-06-13T00:00:00.000","7000.00","2014-01-28T00:00:00.000","6707","2007-06-12T17:09:13.000","System","2014-01-28T15:31:47.000","RPUCCIARELLI","3"
"L142","2007-06-13T00:00:00.000","7500.00","2014-01-28T00:00:00.000","6811","2007-06-12T17:09:13.000","System","2014-01-28T15:31:44.000","RPUCCIARELLI","3"
"L175","2007-06-13T00:00:00.000","12000.00","2014-01-28T00:00:00.000","6837","2007-06-12T17:09:13.000","System","2014-01-28T15:31:47.000","RPUCCIARELLI","3"
"L206","2007-06-13T00:00:00.000","9000.00","2014-01-28T00:00:00.000","6864","2007-06-12T17:09:13.000","System","2014-01-28T15:31:42.000","RPUCCIARELLI","3"
"L219","2007-06-13T00:00:00.000","10300.00","2008-08-13T00:00:00.000","6874","2007-06-12T17:09:13.000","System","2008-08-13T09:52:04.000","NUCCILLIC","2"
"L297","2007-06-13T00:00:00.000","10000.00","2008-05-09T00:00:00.000","6931","2007-06-12T17:09:13.000","System","2008-05-09T19:04:05.000","CROSATI","2"
"L348","2007-06-13T00:00:00.000","7500.00","2012-06-11T00:00:00.000","6974","2007-06-12T17:09:13.000","System","2012-06-11T14:50:34.000","VSERRA","2"
"L383","2007-06-13T00:00:00.000","13000.00","2014-01-28T00:00:00.000","6998","2007-06-12T17:09:13.000","System","2014-01-28T15:31:54.000","RPUCCIARELLI","3"
"L400","2007-06-13T00:00:00.000","12000.00","2012-06-11T00:00:00.000","7010","2007-06-12T17:09:13.000","System","2012-06-11T14:50:33.000","VSERRA","2"
"L471","2007-06-13T00:00:00.000","8000.00","2012-11-15T00:00:00.000","7070","2007-06-12T17:09:13.000","System","2012-11-15T11:26:32.000","VSERRA","2"
"L529","2007-06-13T00:00:00.000","10000.00","2014-01-28T00:00:00.000","7118","2007-06-12T17:09:13.000","System","2014-01-28T15:31:34.000","RPUCCIARELLI","3"
"E897","2008-05-10T00:00:00.000","13500.00","2009-05-29T00:00:00.000","3602","2008-05-09T19:03:59.000","CROSATI","2009-05-29T12:10:11.000","TADDEIN","2"
"E970","2008-05-10T00:00:00.000","10000.00","2014-01-28T00:00:00.000","3658","2008-05-09T19:03:59.000","CROSATI","2014-01-28T15:31:48.000","RPUCCIARELLI","3"
"F082","2008-05-10T00:00:00.000","10000.00","2012-01-30T00:00:00.000","3743","2008-05-09T19:03:59.000","CROSATI","2012-01-30T11:10:27.000","VSERRA","2"
"F139","2008-05-10T00:00:00.000","9000.00","2014-01-28T00:00:00.000","3787","2008-05-09T19:03:59.000","CROSATI","2014-01-28T15:31:46.000","RPUCCIARELLI","3"
"F165","2008-05-10T00:00:00.000","10000.00","2014-01-28T00:00:00.000","3804","2008-05-09T19:03:59.000","CROSATI","2014-01-28T15:31:45.000","RPUCCIARELLI","3"
"F229","2008-05-10T00:00:00.000","10000.00","2014-01-28T00:00:00.000","3849","2008-05-09T19:03:59.000","CROSATI","2014-01-28T15:31:47.000","RPUCCIARELLI","3"
