"cd_catastale","dt_inizio_validita","importo","dt_fine_validita","pg_comune","dacr","utcr","duva","utuv","pg_ver_rec"
"F258","2008-05-10T00:00:00.000","8000.00","2014-01-28T00:00:00.000","3869","2008-05-09T19:03:59.000","CROSATI","2014-01-28T15:31:45.000","RPUCCIARELLI","3"
"F381","2008-05-10T00:00:00.000","10000.00","2014-01-28T00:00:00.000","3958","2008-05-09T19:03:59.000","CROSATI","2014-01-28T15:31:47.000","RPUCCIARELLI","3"
"F393","2008-05-10T00:00:00.000","12000.00","2012-06-11T00:00:00.000","3967","2008-05-09T19:03:59.000","CROSATI","2012-06-11T14:50:37.000","VSERRA","2"
"F454","2008-05-10T00:00:00.000","8500.00","2014-01-28T00:00:00.000","4014","2008-05-09T19:03:59.000","CROSATI","2014-01-28T15:31:52.000","RPUCCIARELLI","3"
"F473","2008-05-10T00:00:00.000","12500.00","2009-05-29T00:00:00.000","4029","2008-05-09T19:04:00.000","CROSATI","2009-05-29T12:10:12.000","TADDEIN","2"
"F465","2008-05-10T00:00:00.000","15000.00","2014-01-28T00:00:00.000","4025","2008-05-09T19:04:00.000","CROSATI","2014-01-28T15:31:47.000","RPUCCIARELLI","3"
"F533","2008-05-10T00:00:00.000","9000.00","2013-01-24T00:00:00.000","4080","2008-05-09T19:04:00.000","CROSATI","2013-01-24T14:46:13.000","VSERRA","3"
"F596","2008-05-10T00:00:00.000","10000.00","2012-01-30T00:00:00.000","4128","2008-05-09T19:04:00.000","CROSATI","2012-01-30T11:10:28.000","VSERRA","2"
"F671","2008-05-10T00:00:00.000","9000.00","2012-11-15T00:00:00.000","4180","2008-05-09T19:04:00.000","CROSATI","2012-11-15T11:26:31.000","VSERRA","2"
"F705","2008-05-10T00:00:00.000","12000.00","2010-12-07T00:00:00.000","4207","2008-05-09T19:04:00.000","CROSATI","2010-12-07T11:25:58.000","COLLACCHIP","2"
"F750","2008-05-10T00:00:00.000","10000.00","2012-11-15T00:00:00.000","4248","2008-05-09T19:04:00.000","CROSATI","2012-11-15T11:26:33.000","VSERRA","2"
"F754","2008-05-10T00:00:00.000","10000.00","2012-11-15T00:00:00.000","4250","2008-05-09T19:04:00.000","CROSATI","2012-11-15T11:26:33.000","VSERRA","2"
"F793","2008-05-10T00:00:00.000","8500.00","2014-01-28T00:00:00.000","4278","2008-05-09T19:04:00.000","CROSATI","2014-01-28T15:31:52.000","RPUCCIARELLI","3"
"F966","2008-05-10T00:00:00.000","8000.00","2014-01-28T00:00:00.000","4403","2008-05-09T19:04:00.000","CROSATI","2014-01-28T15:31:47.000","RPUCCIARELLI","3"
"G095","2008-05-10T00:00:00.000","12000.00","2009-08-27T00:00:00.000","4491","2008-05-09T19:04:00.000","CROSATI","2009-08-27T14:52:07.000","NUCCILLIC","2"
"G161","2008-05-10T00:00:00.000","10000.00","2012-11-15T00:00:00.000","7866","2008-05-09T19:04:00.000","CROSATI","2012-11-15T11:26:34.000","VSERRA","2"
"G171","2008-05-10T00:00:00.000","7500.00","2010-12-09T00:00:00.000","8004","2008-05-09T19:04:00.000","CROSATI","2010-12-09T14:41:34.000","NUCCILLIC","2"
"G224","2008-05-10T00:00:00.000","12000.00","2012-11-15T00:00:00.000","4598","2008-05-09T19:04:00.000","CROSATI","2012-11-15T11:26:31.000","VSERRA","2"
"G252","2008-05-10T00:00:00.000","9000.00","2014-01-28T00:00:00.000","4618","2008-05-09T19:04:00.000","CROSATI","2014-01-28T15:31:45.000","RPUCCIARELLI","3"
"G300","2008-05-10T00:00:00.000","12000.00","2014-01-28T00:00:00.000","4658","2008-05-09T19:04:01.000","CROSATI","2014-01-28T15:31:55.000","RPUCCIARELLI","3"
"G348","2008-05-10T00:00:00.000","10000.00","2012-11-15T00:00:00.000","4691","2008-05-09T19:04:01.000","CROSATI","2012-11-15T11:26:32.000","VSERRA","2"
"G420","2008-05-10T00:00:00.000","9000.00","2013-01-31T00:00:00.000","4744","2008-05-09T19:04:01.000","CROSATI","2013-01-31T15:00:15.000","VSERRA","2"
"G478","2008-05-10T00:00:00.000","12500.00","2014-01-28T00:00:00.000","4788","2008-05-09T19:04:01.000","CROSATI","2014-01-28T15:31:58.000","RPUCCIARELLI","3"
"G486","2008-05-10T00:00:00.000","8000.00","2014-01-28T00:00:00.000","4795","2008-05-09T19:04:01.000","CROSATI","2014-01-28T15:31:43.000","RPUCCIARELLI","3"
"G518","2008-05-10T00:00:00.000","8000.00","2014-01-28T00:00:00.000","4822","2008-05-09T19:04:01.000","CROSATI","2014-01-28T15:31:43.000","RPUCCIARELLI","3"
"H223","2014-01-29T00:00:00.000","15000.00","2016-02-03T00:00:00.000","5345","2014-01-28T16:04:52.000","RPUCCIARELLI","2015-01-20T11:11:05.000","VSERRA","2"
"D267","2014-01-29T00:00:00.000","12000.00","2016-02-03T00:00:00.000","2390","2014-01-28T16:04:52.000","RPUCCIARELLI","2015-01-20T11:11:00.000","VSERRA","2"
"F317","2014-01-29T00:00:00.000","4800.00","2016-02-03T00:00:00.000","3909","2014-01-28T16:04:52.000","RPUCCIARELLI","2015-01-20T11:11:11.000","VSERRA","2"
"F424","2014-01-29T00:00:00.000","7500.00","2016-02-03T00:00:00.000","3992","2014-01-28T16:04:52.000","RPUCCIARELLI","2015-01-20T11:11:02.000","VSERRA","2"
"D752","2014-01-29T00:00:00.000","7500.00","2016-02-03T00:00:00.000","2736","2014-01-28T16:04:52.000","RPUCCIARELLI","2015-01-20T11:11:01.000","VSERRA","2"
"L815","2014-01-29T00:00:00.000","15000.00","2014-11-19T00:00:00.000","7324","2014-01-28T16:04:52.000","RPUCCIARELLI","2014-11-19T16:47:03.000","RPUCCIARELLI","2"
"E507","2014-01-29T00:00:00.000","15000.00","2016-02-03T00:00:00.000","7849","2014-01-28T16:04:52.000","RPUCCIARELLI","2015-01-20T11:11:01.000","VSERRA","2"
"B468","2014-01-29T00:00:00.000","10000.00","2015-01-20T00:00:00.000","1071","2014-01-28T16:04:52.000","RPUCCIARELLI","2015-01-20T12:52:07.000","VSERRA","3"
"A441","2014-01-29T00:00:00.000","8300.00","2014-11-19T00:00:00.000","340","2014-01-28T16:04:52.000","RPUCCIARELLI","2014-11-19T16:47:03.000","RPUCCIARELLI","2"
"C139","2014-01-29T00:00:00.000","7500.00","2016-02-03T00:00:00.000","1563","2014-01-28T16:04:52.000","RPUCCIARELLI","2015-01-20T11:10:59.000","VSERRA","2"
"A479","2014-01-29T00:00:00.000","7500.00","2016-02-03T00:00:00.000","373","2014-01-28T16:04:52.000","RPUCCIARELLI","2015-01-20T11:10:58.000","VSERRA","2"
"I775","2014-01-29T00:00:00.000","7500.00","2014-11-19T00:00:00.000","6537","2014-01-28T16:04:52.000","RPUCCIARELLI","2014-11-19T16:47:03.000","RPUCCIARELLI","2"
"H512","2014-01-29T00:00:00.000","12000.00","2016-02-03T00:00:00.000","5570","2014-01-28T16:04:52.000","RPUCCIARELLI","2015-01-20T11:11:05.000","VSERRA","2"
"B513","2014-01-29T00:00:00.000","7500.00","2016-02-03T00:00:00.000","1103","2014-01-28T16:04:52.000","RPUCCIARELLI","2015-01-20T11:10:59.000","VSERRA","2"
"F708","2014-01-29T00:00:00.000","6350.00","2016-02-03T00:00:00.000","4209","2014-01-28T16:04:52.000","RPUCCIARELLI","2015-01-20T11:11:02.000","VSERRA","2"
"E672","2014-01-29T00:00:00.000","8000.00","2016-02-03T00:00:00.000","3438","2014-01-28T16:04:52.000","RPUCCIARELLI","2014-01-28T16:04:52.000","RPUCCIARELLI","1"
"L104","2014-01-29T00:00:00.000","7500.00","2016-02-03T00:00:00.000","6781","2014-01-28T16:04:52.000","RPUCCIARELLI","2015-01-20T11:11:11.000","VSERRA","2"
"I799","2014-01-29T00:00:00.000","8000.00","2014-11-19T00:00:00.000","6555","2014-01-28T16:04:52.000","RPUCCIARELLI","2014-11-19T16:47:03.000","RPUCCIARELLI","2"
"L356","2014-01-29T00:00:00.000","8500.00","2016-02-03T00:00:00.000","6980","2014-01-28T16:04:52.000","RPUCCIARELLI","2015-01-20T11:11:11.000","VSERRA","2"
"A988","2014-01-29T00:00:00.000","10000.00","2014-11-19T00:00:00.000","745","2014-01-28T16:04:52.000","RPUCCIARELLI","2014-11-19T16:46:58.000","RPUCCIARELLI","2"
"D841","2014-01-29T00:00:00.000","7500.00","2016-02-03T00:00:00.000","2804","2014-01-28T16:04:52.000","RPUCCIARELLI","2015-01-20T11:11:01.000","VSERRA","2"
"A083","2014-01-29T00:00:00.000","7500.00","2014-11-19T00:00:00.000","65","2014-01-28T16:04:52.000","RPUCCIARELLI","2014-11-19T16:47:02.000","RPUCCIARELLI","2"
"A669","2014-01-29T00:00:00.000","7500.00","2016-02-03T00:00:00.000","519","2014-01-28T16:04:52.000","RPUCCIARELLI","2015-01-20T11:10:58.000","VSERRA","2"
"F965","2014-01-29T00:00:00.000","15000.00","2015-11-23T00:00:00.000","4405","2014-01-28T16:04:52.000","RPUCCIARELLI","2015-11-23T14:43:20.000","VSERRA","3"
"H657","2014-01-29T00:00:00.000","15000.00","2016-02-03T00:00:00.000","5677","2014-01-28T16:04:52.000","RPUCCIARELLI","2015-01-20T11:11:05.000","VSERRA","2"
"L040","2014-01-29T00:00:00.000","7500.00","2015-01-20T00:00:00.000","6734","2014-01-28T16:04:52.000","RPUCCIARELLI","2015-01-20T12:52:07.000","VSERRA","3"
"A864","2014-01-29T00:00:00.000","10000.00","2016-02-03T00:00:00.000","660","2014-01-28T16:04:52.000","RPUCCIARELLI","2015-01-20T11:10:40.000","VSERRA","2"
"H652","2014-01-29T00:00:00.000","9000.00","2014-11-19T00:00:00.000","5674","2014-01-28T16:04:52.000","RPUCCIARELLI","2014-11-19T16:47:02.000","RPUCCIARELLI","2"
"E858","2014-01-29T00:00:00.000","15000.00","2015-11-23T00:00:00.000","7852","2014-01-28T16:04:52.000","RPUCCIARELLI","2015-11-23T14:43:24.000","VSERRA","3"
"A014","2014-01-29T00:00:00.000","7500.00","2015-01-20T00:00:00.000","8","2014-01-28T16:04:52.000","RPUCCIARELLI","2015-01-20T12:52:07.000","VSERRA","3"
"B817","2014-01-29T00:00:00.000","15000.00","2016-02-03T00:00:00.000","1335","2014-01-28T16:04:52.000","RPUCCIARELLI","2015-01-20T11:10:59.000","VSERRA","2"
"H569","2014-01-29T00:00:00.000","7500.00","2016-02-03T00:00:00.000","5613","2014-01-28T16:04:52.000","RPUCCIARELLI","2015-01-20T11:10:52.000","VSERRA","2"
"A796","2014-01-29T00:00:00.000","15000.00","2014-11-19T00:00:00.000","613","2014-01-28T16:04:52.000","RPUCCIARELLI","2014-11-19T16:47:03.000","RPUCCIARELLI","2"
"E451","2014-01-29T00:00:00.000","10000.00","2016-02-03T00:00:00.000","3272","2014-01-28T16:04:52.000","RPUCCIARELLI","2015-01-20T11:11:11.000","VSERRA","2"
"C342","2014-01-29T00:00:00.000","20000.00","2014-11-19T00:00:00.000","2478","2014-01-28T16:04:52.000","RPUCCIARELLI","2014-11-19T16:47:00.000","RPUCCIARELLI","2"
"H518","2014-01-29T00:00:00.000","6500.00","2015-01-20T00:00:00.000","5574","2014-01-28T16:04:52.000","RPUCCIARELLI","2015-01-20T12:52:07.000","VSERRA","3"
"G217","2014-01-29T00:00:00.000","15000.00","2016-02-03T00:00:00.000","4596","2014-01-28T16:04:52.000","RPUCCIARELLI","2014-01-28T16:04:52.000","RPUCCIARELLI","1"
"F605","2014-01-29T00:00:00.000","8500.00","2016-02-03T00:00:00.000","4135","2014-01-28T16:04:52.000","RPUCCIARELLI","2015-01-20T11:11:02.000","VSERRA","2"
"D364","2014-01-29T00:00:00.000","7500.00","2015-11-23T00:00:00.000","8050","2014-01-28T16:04:52.000","RPUCCIARELLI","2015-11-23T14:43:25.000","VSERRA","2"
"E957","2014-01-29T00:00:00.000","9375.00","2016-02-03T00:00:00.000","3648","2014-01-28T16:04:52.000","RPUCCIARELLI","2015-01-20T11:11:02.000","VSERRA","2"
"A436","2014-01-29T00:00:00.000","10000.00","2015-01-20T00:00:00.000","337","2014-01-28T16:04:52.000","RPUCCIARELLI","2015-01-20T12:52:07.000","VSERRA","3"
"I922","2014-01-29T00:00:00.000","10000.00","2014-11-19T00:00:00.000","6643","2014-01-28T16:04:53.000","RPUCCIARELLI","2014-11-19T16:47:04.000","RPUCCIARELLI","2"
"I880","2014-01-29T00:00:00.000","7500.00","2016-02-03T00:00:00.000","6612","2014-01-28T16:04:53.000","RPUCCIARELLI","2015-01-20T11:11:07.000","VSERRA","2"
"B639","2014-01-29T00:00:00.000","15000.00","2016-02-03T00:00:00.000","1201","2014-01-28T16:04:53.000","RPUCCIARELLI","2015-01-20T11:10:59.000","VSERRA","2"
"I787","2014-01-29T00:00:00.000","4000.00","2016-02-03T00:00:00.000","6546","2014-01-28T16:04:53.000","RPUCCIARELLI","2015-01-20T11:11:07.000","VSERRA","2"
"B251","2014-01-29T00:00:00.000","15000.00","2015-11-23T00:00:00.000","929","2014-01-28T16:04:53.000","RPUCCIARELLI","2015-11-23T14:43:24.000","VSERRA","3"
"F217","2014-01-29T00:00:00.000","8000.00","2015-11-23T00:00:00.000","3840","2014-01-28T16:04:53.000","RPUCCIARELLI","2015-11-23T14:43:23.000","VSERRA","3"
"B602","2014-01-29T00:00:00.000","10000.00","2016-02-03T00:00:00.000","1175","2014-01-28T16:04:53.000","RPUCCIARELLI","2014-01-28T16:04:53.000","RPUCCIARELLI","1"
"I232","2014-01-29T00:00:00.000","7500.00","2014-11-19T00:00:00.000","6112","2014-01-28T16:04:53.000","RPUCCIARELLI","2014-11-19T16:47:04.000","RPUCCIARELLI","2"
"A470","2014-01-29T00:00:00.000","16000.00","2016-02-03T00:00:00.000","365","2014-01-28T16:04:53.000","RPUCCIARELLI","2015-01-20T11:10:58.000","VSERRA","2"
"A905","2014-01-29T00:00:00.000","7500.00","2015-11-23T00:00:00.000","688","2014-01-28T16:04:53.000","RPUCCIARELLI","2015-11-23T14:43:23.000","VSERRA","3"
"E413","2014-01-29T00:00:00.000","7500.00","2015-11-23T00:00:00.000","3236","2014-01-28T16:04:53.000","RPUCCIARELLI","2015-11-23T14:43:24.000","VSERRA","3"
"C661","2014-01-29T00:00:00.000","13000.00","2014-11-19T00:00:00.000","1967","2014-01-28T16:04:53.000","RPUCCIARELLI","2014-11-19T16:47:04.000","RPUCCIARELLI","2"
"D317","2014-01-29T00:00:00.000","10000.00","2016-02-03T00:00:00.000","2421","2014-01-28T16:04:53.000","RPUCCIARELLI","2015-01-20T11:11:00.000","VSERRA","2"
"C746","2014-01-29T00:00:00.000","10000.00","2016-02-03T00:00:00.000","2030","2014-01-28T16:04:53.000","RPUCCIARELLI","2015-01-20T11:11:11.000","VSERRA","2"
"E563","2014-01-29T00:00:00.000","7500.00","2016-02-03T00:00:00.000","3364","2014-01-28T16:04:53.000","RPUCCIARELLI","2015-01-20T11:11:01.000","VSERRA","2"
"E648","2014-01-29T00:00:00.000","15000.00","2016-02-03T00:00:00.000","7991","2014-01-28T16:04:53.000","RPUCCIARELLI","2015-01-20T11:11:01.000","VSERRA","2"
"G816","2014-01-29T00:00:00.000","15000.00","2016-02-03T00:00:00.000","5056","2014-01-28T16:04:53.000","RPUCCIARELLI","2015-01-20T11:11:04.000","VSERRA","2"
"D482","2014-01-29T00:00:00.000","10000.00","2016-02-03T00:00:00.000","2533","2014-01-28T16:04:53.000","RPUCCIARELLI","2015-01-20T11:11:00.000","VSERRA","2"
"B302","2014-01-29T00:00:00.000","10000.00","2016-02-03T00:00:00.000","965","2014-01-28T16:04:53.000","RPUCCIARELLI","2015-01-20T11:10:59.000","VSERRA","2"
"H827","2014-01-29T00:00:00.000","20000.00","2016-02-03T00:00:00.000","5807","2014-01-28T16:04:53.000","RPUCCIARELLI","2015-01-20T11:11:05.000","VSERRA","2"
"A919","2014-01-29T00:00:00.000","10000.00","2016-02-03T00:00:00.000","7963","2014-01-28T16:04:53.000","RPUCCIARELLI","2015-01-20T11:10:59.000","VSERRA","2"
"D977","2014-01-29T00:00:00.000","10000.00","2015-01-20T00:00:00.000","2909","2014-01-28T16:04:53.000","RPUCCIARELLI","2015-01-20T12:52:07.000","VSERRA","3"
"D675","2014-01-29T00:00:00.000","10000.00","2015-11-23T00:00:00.000","2677","2014-01-28T16:04:53.000","RPUCCIARELLI","2015-11-23T14:43:24.000","VSERRA","3"
"B160","2014-01-29T00:00:00.000","15000.00","2016-02-03T00:00:00.000","865","2014-01-28T16:04:53.000","RPUCCIARELLI","2015-01-20T11:10:59.000","VSERRA","2"
"L251","2014-01-29T00:00:00.000","15000.00","2015-11-23T00:00:00.000","6894","2014-01-28T16:04:53.000","RPUCCIARELLI","2015-11-23T14:43:20.000","VSERRA","3"
"C152","2014-01-29T00:00:00.000","7500.00","2014-11-19T00:00:00.000","1574","2014-01-28T16:04:53.000","RPUCCIARELLI","2014-11-19T16:47:03.000","RPUCCIARELLI","2"
"F902","2014-01-29T00:00:00.000","6500.00","2016-02-03T00:00:00.000","4353","2014-01-28T16:04:53.000","RPUCCIARELLI","2015-01-20T11:11:02.000","VSERRA","2"
"F028","2014-01-29T00:00:00.000","6000.00","2014-11-19T00:00:00.000","7997","2014-01-28T16:04:53.000","RPUCCIARELLI","2014-11-19T16:47:03.000","RPUCCIARELLI","2"
"G646","2014-01-29T00:00:00.000","10000.00","2015-11-23T00:00:00.000","4921","2014-01-28T16:04:53.000","RPUCCIARELLI","2015-11-23T14:43:23.000","VSERRA","3"
"F979","2014-01-29T00:00:00.000","8000.00","2014-11-19T00:00:00.000","4413","2014-01-28T16:04:53.000","RPUCCIARELLI","2014-11-19T16:47:03.000","RPUCCIARELLI","2"
"B492","2014-01-29T00:00:00.000","9000.00","2016-02-03T00:00:00.000","1089","2014-01-28T16:04:53.000","RPUCCIARELLI","2015-01-20T11:11:11.000","VSERRA","2"
"F426","2014-01-29T00:00:00.000","7500.00","2016-02-03T00:00:00.000","3993","2014-01-28T16:04:53.000","RPUCCIARELLI","2015-01-20T11:11:02.000","VSERRA","2"
"C557","2014-01-29T00:00:00.000","7500.00","2016-02-03T00:00:00.000","1888","2014-01-28T16:04:53.000","RPUCCIARELLI","2015-01-20T11:11:00.000","VSERRA","2"
"H958","2014-01-29T00:00:00.000","7500.00","2014-11-19T00:00:00.000","5918","2014-01-28T16:04:53.000","RPUCCIARELLI","2014-11-19T16:47:03.000","RPUCCIARELLI","2"
"E133","2014-01-29T00:00:00.000","7500.00","2016-02-03T00:00:00.000","3030","2014-01-28T16:04:53.000","RPUCCIARELLI","2015-01-20T11:11:01.000","VSERRA","2"
"G886","2014-01-29T00:00:00.000","15000.00","2016-02-03T00:00:00.000","5113","2014-01-28T16:04:53.000","RPUCCIARELLI","2015-01-20T11:11:04.000","VSERRA","2"
"I430","2014-01-29T00:00:00.000","6500.00","2014-11-19T00:00:00.000","6261","2014-01-28T16:04:53.000","RPUCCIARELLI","2014-11-19T16:47:04.000","RPUCCIARELLI","2"
"B965","2014-01-29T00:00:00.000","10000.00","2016-02-03T00:00:00.000","1446","2014-01-28T16:04:53.000","RPUCCIARELLI","2015-01-20T11:10:59.000","VSERRA","2"
"F925","2014-01-29T00:00:00.000","10000.00","2016-02-03T00:00:00.000","4372","2014-01-28T16:04:53.000","RPUCCIARELLI","2015-01-20T11:11:02.000","VSERRA","2"
"D504","2014-01-29T00:00:00.000","15000.00","2015-11-23T00:00:00.000","2554","2014-01-28T16:04:53.000","RPUCCIARELLI","2015-11-23T14:43:24.000","VSERRA","3"
"A553","2014-01-29T00:00:00.000","10000.00","2015-11-23T00:00:00.000","435","2014-01-28T16:04:53.000","RPUCCIARELLI","2015-11-23T14:43:25.000","VSERRA","3"
"A605","2014-01-29T00:00:00.000","10000.00","2016-02-03T00:00:00.000","472","2014-01-28T16:04:53.000","RPUCCIARELLI","2015-01-20T11:10:58.000","VSERRA","2"
"L487","2014-01-29T00:00:00.000","28000.00","2016-02-03T00:00:00.000","7084","2014-01-28T16:04:53.000","RPUCCIARELLI","2015-01-20T11:11:07.000","VSERRA","2"
"G559","2014-01-29T00:00:00.000","13000.00","2016-02-03T00:00:00.000","4851","2014-01-28T16:04:53.000","RPUCCIARELLI","2015-01-20T11:11:04.000","VSERRA","2"
"F754","2014-01-29T00:00:00.000","12000.00","2016-02-03T00:00:00.000","4250","2014-01-28T16:04:53.000","RPUCCIARELLI","2015-01-20T11:11:02.000","VSERRA","2"
"I418","2014-01-29T00:00:00.000","10000.00","2016-02-03T00:00:00.000","6251","2014-01-28T16:04:53.000","RPUCCIARELLI","2015-01-20T11:11:06.000","VSERRA","2"
"M091","2014-01-29T00:00:00.000","15000.00","2016-02-03T00:00:00.000","7531","2014-01-28T16:04:53.000","RPUCCIARELLI","2015-01-20T11:11:08.000","VSERRA","2"
"I076","2014-01-29T00:00:00.000","5000.00","2016-02-03T00:00:00.000","5999","2014-01-28T16:04:53.000","RPUCCIARELLI","2015-01-20T11:11:06.000","VSERRA","2"
"L826","2014-01-29T00:00:00.000","12000.00","2016-02-03T00:00:00.000","7331","2014-01-28T16:04:53.000","RPUCCIARELLI","2015-01-20T11:11:08.000","VSERRA","2"
"H134","2014-01-29T00:00:00.000","12000.00","2016-02-03T00:00:00.000","5285","2014-01-28T16:04:53.000","RPUCCIARELLI","2015-01-20T11:11:05.000","VSERRA","2"
"B898","2014-01-29T00:00:00.000","10500.00","2016-02-03T00:00:00.000","1399","2014-01-28T16:04:53.000","RPUCCIARELLI","2015-01-20T11:10:59.000","VSERRA","2"
"I169","2014-01-29T00:00:00.000","7500.00","2016-02-03T00:00:00.000","6067","2014-01-28T16:05:04.000","RPUCCIARELLI","2015-01-20T11:10:53.000","VSERRA","2"
"F093","2014-01-29T00:00:00.000","50000.00","2014-11-19T00:00:00.000","3752","2014-01-28T16:05:04.000","RPUCCIARELLI","2014-11-19T16:47:00.000","RPUCCIARELLI","2"
"G187","2014-01-29T00:00:00.000","8000.00","2016-02-03T00:00:00.000","4565","2014-01-28T16:05:04.000","RPUCCIARELLI","2014-01-28T16:05:04.000","RPUCCIARELLI","1"
"A154","2014-01-29T00:00:00.000","15000.00","2016-02-03T00:00:00.000","116","2014-01-28T16:05:04.000","RPUCCIARELLI","2015-01-20T11:10:39.000","VSERRA","2"
"H596","2014-01-29T00:00:00.000","15000.00","2016-02-03T00:00:00.000","7878","2014-01-28T16:05:04.000","RPUCCIARELLI","2015-01-20T11:11:05.000","VSERRA","2"
"A618","2014-01-29T00:00:00.000","12000.00","2016-02-03T00:00:00.000","8103","2014-01-28T16:05:04.000","RPUCCIARELLI","2015-01-20T11:10:40.000","VSERRA","2"
"H623","2014-01-29T00:00:00.000","7500.00","2016-02-03T00:00:00.000","5651","2014-01-28T16:05:04.000","RPUCCIARELLI","2015-01-20T11:10:52.000","VSERRA","2"
"A529","2014-01-29T00:00:00.000","6000.00","2016-02-03T00:00:00.000","416","2014-01-28T16:05:04.000","RPUCCIARELLI","2015-01-20T11:10:40.000","VSERRA","2"
"D038","2014-01-29T00:00:00.000","15000.00","2016-02-03T00:00:00.000","2237","2014-01-28T16:05:04.000","RPUCCIARELLI","2015-01-20T11:10:44.000","VSERRA","2"
"D868","2014-01-29T00:00:00.000","14000.00","2014-11-19T00:00:00.000","7987","2014-01-28T16:05:04.000","RPUCCIARELLI","2014-11-19T16:47:00.000","RPUCCIARELLI","2"
"H575","2014-01-29T00:00:00.000","12000.00","2016-02-03T00:00:00.000","5616","2014-01-28T16:05:04.000","RPUCCIARELLI","2015-01-20T11:10:52.000","VSERRA","2"
"C523","2014-01-29T00:00:00.000","10000.00","2016-02-03T00:00:00.000","1857","2014-01-28T16:05:04.000","RPUCCIARELLI","2015-01-20T11:10:43.000","VSERRA","2"
"G534","2014-01-29T00:00:00.000","10000.00","2015-01-20T00:00:00.000","4835","2014-01-28T16:05:04.000","RPUCCIARELLI","2015-01-20T12:52:06.000","VSERRA","3"
"G316","2014-01-29T00:00:00.000","15000.00","2016-02-03T00:00:00.000","4669","2014-01-28T16:05:04.000","RPUCCIARELLI","2015-01-20T11:10:49.000","VSERRA","2"
"L737","2014-01-29T00:00:00.000","10000.00","2016-02-03T00:00:00.000","7270","2014-01-28T16:05:04.000","RPUCCIARELLI","2015-01-20T11:10:57.000","VSERRA","2"
"B929","2014-01-29T00:00:00.000","15000.00","2014-11-19T00:00:00.000","1421","2014-01-28T16:05:04.000","RPUCCIARELLI","2014-11-19T16:47:00.000","RPUCCIARELLI","2"
