"pg_nazione","cd_gruppo_inquadramento","dt_inizio_validita","im_diaria","cd_divisa","dt_fine_validita","duva","utcr","dacr","utuv","pg_ver_rec"
"59","1","2002-01-01T00:00:00.000","107.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"62","1","2002-01-01T00:00:00.000","140.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"64","1","2002-01-01T00:00:00.000","135.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"67","1","2002-01-01T00:00:00.000","190.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"68","1","2002-01-01T00:00:00.000","134.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"70","1","2002-01-01T00:00:00.000","146.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"71","1","2002-01-01T00:00:00.000","88.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"73","1","2002-01-01T00:00:00.000","130.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"74","1","2002-01-01T00:00:00.000","109.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"76","1","2002-01-01T00:00:00.000","177.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"38","6","2002-01-01T00:00:00.000","84.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"144","6","2002-01-01T00:00:00.000","85.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"89","6","2002-01-01T00:00:00.000","85.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"151","6","2002-01-01T00:00:00.000","85.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"101","6","2002-01-01T00:00:00.000","85.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"138","6","2002-01-01T00:00:00.000","85.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"59","6","2002-01-01T00:00:00.000","87.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"134","6","2002-01-01T00:00:00.000","88.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"21","6","2002-01-01T00:00:00.000","88.88","EURO","2006-07-03T23:59:59.000","2006-07-13T17:53:25.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","CED","2"
"232","6","2002-01-01T00:00:00.000","90.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"233","6","2002-01-01T00:00:00.000","90.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"46","6","2002-01-01T00:00:00.000","90.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"13","6","2002-01-01T00:00:00.000","90.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"208","6","2002-01-01T00:00:00.000","90.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"111","5","2002-01-01T00:00:00.000","133.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"117","5","2002-01-01T00:00:00.000","133.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"97","5","2002-01-01T00:00:00.000","138.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"76","5","2002-01-01T00:00:00.000","143.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"158","5","2002-01-01T00:00:00.000","149.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"86","5","2002-01-01T00:00:00.000","151.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"49","5","2002-01-01T00:00:00.000","151.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"52","5","2002-01-01T00:00:00.000","151.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"17","5","2002-01-01T00:00:00.000","153.39","EURO","2006-07-03T23:59:59.000","2006-07-13T17:53:25.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","CED","2"
"67","5","2002-01-01T00:00:00.000","154.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"25","5","2002-01-01T00:00:00.000","168.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"78","5","2002-01-01T00:00:00.000","203.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"34","5","2002-01-01T00:00:00.000","747.00","NOK","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"73","5","2002-01-01T00:00:00.000","110.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"61","5","2002-01-01T00:00:00.000","110.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"195","5","2002-01-01T00:00:00.000","110.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"80","5","2002-01-01T00:00:00.000","110.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"199","5","2002-01-01T00:00:00.000","110.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"146","5","2002-01-01T00:00:00.000","112.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"62","5","2002-01-01T00:00:00.000","116.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"125","5","2002-01-01T00:00:00.000","116.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"130","5","2002-01-01T00:00:00.000","116.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"190","5","2002-01-01T00:00:00.000","116.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"100","5","2002-01-01T00:00:00.000","116.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"57","5","2002-01-01T00:00:00.000","116.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"82","5","2002-01-01T00:00:00.000","116.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"182","5","2002-01-01T00:00:00.000","116.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"88","5","2002-01-01T00:00:00.000","116.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"150","5","2002-01-01T00:00:00.000","116.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"191","5","2002-01-01T00:00:00.000","120.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"200","5","2002-01-01T00:00:00.000","120.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"92","5","2002-01-01T00:00:00.000","120.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"107","5","2002-01-01T00:00:00.000","122.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"106","5","2002-01-01T00:00:00.000","122.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"5","5","2002-01-01T00:00:00.000","122.88","EURO","2006-07-03T23:59:59.000","2006-07-13T17:53:25.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","CED","2"
"27","5","2002-01-01T00:00:00.000","122.88","EURO","2006-07-03T23:59:59.000","2006-07-13T17:53:25.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","CED","2"
"149","5","2002-01-01T00:00:00.000","123.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"98","5","2002-01-01T00:00:00.000","123.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"105","5","2002-01-01T00:00:00.000","123.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"129","5","2002-01-01T00:00:00.000","123.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"142","5","2002-01-01T00:00:00.000","123.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"202","5","2002-01-01T00:00:00.000","128.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"204","5","2002-01-01T00:00:00.000","128.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"197","5","2002-01-01T00:00:00.000","128.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"201","5","2002-01-01T00:00:00.000","128.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"140","5","2002-01-01T00:00:00.000","132.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"115","5","2002-01-01T00:00:00.000","132.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"116","5","2002-01-01T00:00:00.000","132.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"120","5","2002-01-01T00:00:00.000","132.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"119","5","2002-01-01T00:00:00.000","132.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"23","5","2002-01-01T00:00:00.000","109.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"68","5","2002-01-01T00:00:00.000","109.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"28","5","2002-01-01T00:00:00.000","109.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"7","5","2002-01-01T00:00:00.000","109.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"2","5","2002-01-01T00:00:00.000","109.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"64","5","2002-01-01T00:00:00.000","110.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"264","5","2002-01-01T00:00:00.000","110.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"124","5","2002-01-01T00:00:00.000","98.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"135","5","2002-01-01T00:00:00.000","98.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"145","5","2002-01-01T00:00:00.000","98.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"148","5","2002-01-01T00:00:00.000","98.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"178","5","2002-01-01T00:00:00.000","100.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"167","5","2002-01-01T00:00:00.000","100.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"176","5","2002-01-01T00:00:00.000","100.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"162","5","2002-01-01T00:00:00.000","101.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"164","5","2002-01-01T00:00:00.000","101.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"163","5","2002-01-01T00:00:00.000","101.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"58","5","2002-01-01T00:00:00.000","101.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"168","5","2002-01-01T00:00:00.000","101.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"169","5","2002-01-01T00:00:00.000","101.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"172","5","2002-01-01T00:00:00.000","101.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"175","5","2002-01-01T00:00:00.000","101.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"83","5","2002-01-01T00:00:00.000","106.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"54","5","2002-01-01T00:00:00.000","106.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"69","5","2002-01-01T00:00:00.000","106.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"276","5","2002-01-01T00:00:00.000","106.26","EURO","2006-07-03T23:59:59.000","2006-07-13T17:53:25.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","CED","2"
"170","5","2002-01-01T00:00:00.000","107.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"26","5","2002-01-01T00:00:00.000","90.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"6","5","2002-01-01T00:00:00.000","90.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"75","5","2002-01-01T00:00:00.000","90.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"222","5","2002-01-01T00:00:00.000","90.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"221","5","2002-01-01T00:00:00.000","90.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"227","5","2002-01-01T00:00:00.000","90.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"231","5","2002-01-01T00:00:00.000","90.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"41","5","2002-01-01T00:00:00.000","93.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"9","5","2002-01-01T00:00:00.000","93.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"112","5","2002-01-01T00:00:00.000","93.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"15","5","2002-01-01T00:00:00.000","93.18","EURO","2006-07-03T23:59:59.000","2006-07-13T17:53:25.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","CED","2"
"132","5","2002-01-01T00:00:00.000","95.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"128","5","2002-01-01T00:00:00.000","95.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"127","5","2002-01-01T00:00:00.000","95.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"152","5","2002-01-01T00:00:00.000","95.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"290","5","2002-01-01T00:00:00.000","179.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"292","5","2002-01-01T00:00:00.000","275.00","CHF","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"289","6","2002-01-01T00:00:00.000","81.99","EURO","2006-07-03T23:59:59.000","2006-07-13T17:53:25.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","CED","2"
"283","6","2002-01-01T00:00:00.000","101.42","EURO","2006-07-03T23:59:59.000","2006-07-13T17:53:25.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","CED","2"
"284","6","2002-01-01T00:00:00.000","127.45","EURO","2006-07-03T23:59:59.000","2006-07-13T17:53:25.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","CED","2"
"282","6","2002-01-01T00:00:00.000","132.13","EURO","2006-07-03T23:59:59.000","2006-07-13T17:53:25.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","CED","2"
"285","6","2002-01-01T00:00:00.000","169.75","EURO","2006-07-03T23:59:59.000","2006-07-13T17:53:25.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","CED","2"
"281","6","2002-01-01T00:00:00.000","171.00","EURO","2006-07-03T23:59:59.000","2006-07-13T17:53:25.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","CED","2"
"286","6","2002-01-01T00:00:00.000","184.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"292","6","2002-01-01T00:00:00.000","275.00","CHF","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"288","5","2002-01-01T00:00:00.000","121.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"284","5","2002-01-01T00:00:00.000","127.45","EURO","2006-07-03T23:59:59.000","2006-07-13T17:53:25.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","CED","2"
"291","5","2002-01-01T00:00:00.000","163.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"285","5","2002-01-01T00:00:00.000","169.75","EURO","2006-07-03T23:59:59.000","2006-07-13T17:53:25.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","CED","2"
"37","7","2002-01-01T00:00:00.000","128.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"2","7","2002-01-01T00:00:00.000","143.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"4","7","2002-01-01T00:00:00.000","191.35","EURO","2006-07-03T23:59:59.000","2006-07-13T17:53:25.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","CED","2"
"5","7","2002-01-01T00:00:00.000","161.69","EURO","2006-07-03T23:59:59.000","2006-07-13T17:53:25.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","CED","2"
